"回答日時","受付番号","回答ユーザ","第８回:キーワード①","第８回:キーワード②","第８回:キーワード③","第８回:キーワード④","第８回:キーワード⑤"
"2022/06/09 00:27","3467","26021558","ブランドに共感して入社する。","人から必要とされることの積み重ね","人生はすごろく","ブームではなく文化にする。","頭で考えた時の判断は鈍る。心の声を聴く。"
"2022/06/09 00:27","3466","23021230","挑戦","失敗から学ぶ","人生はすごろく","心の声を聴く","感じる力を鍛える"
"2022/06/09 00:27","3465","25020445","自分で開拓するしかないという点で苦労したがそれによってスピードアップして成長した","任されるって頼られてるということ","後発で参入するということは色んなブランディングが必要","会社がどういう気持ちで仕事をしているか、そしてそれに対してどういうミスをしたのか考える","マネージメントにおいて見ているというアピールが大切"
"2022/06/09 00:25","3464","22021789","人を褒める","自分を見つける","任されることは良いこと","人の期待に答える","人生はすごろく"
"2022/06/09 00:25","3463","31020504","褒める","0から1","繋がり","仲間が財産","感じる力"
"2022/06/09 00:24","3462","25020647","色々な新しい仕事が任されても完成するまで諦めない","成果をどんどん出すことは社会人のスタートである","現地で人との対話が非常に大切である","ブランドの創立はブームから文化へという歩みである","キャンパスライフを楽しみながら打ち込めることを見つかるのが重要"
"2022/06/09 00:23","3461","31020089","アルバイトを通して自己分析","失敗の経験から自分の役割やインパクトを実感","常に目の前にあることをしっかり成し遂げる","大学内での思い出が少ないことを後悔","大学時代の仲間が財産"
"2022/06/09 00:23","3460","24022025","信頼されないと任されない","やると決めたらやる","敵を作らない","経験","目の前にあることを成し遂げる"
"2022/06/09 00:23","3459","38022559","アルバイトなどを通して色んな経験をして自分を知る、そうすると自分が何を目指せばいいかが見えてくる。","マネジメントにおいてはリコグニション（見ているよ）が大切。また成功したら皆の前で褒める。","学内の活動を通じて深いつながりをつくる。そうすると将来ネットワークが広がる。","失敗は経験だから好きだと思うことはトライしてゆく。その時心の声を聞く。","一緒に働きたい、一緒にいたいと思う人を見つける。能力が高い人を見つけるのはAIの仕事になっている。"
"2022/06/09 00:21","3458","34020266","バイトなどの中で適正を知っていく","実績があるから任され続ける","色んなことに挑戦して絞っていく","自分の感性を信じて生きる","学内のサークルやゼミなどで人脈広げる"
"2022/06/09 00:21","3457","25022050","自分の適正に気づく大学生活","サービス精神が旺盛","過去の繋がりが今に至る","人生はすごろく","ブームから文化に変える"
"2022/06/09 00:20","3456","24021307","海外とのコネクションに興味","いろんな経験から自分を知る","共有することが大切","新規事業は難しい","流行りにすると終わりがくる"
"2022/06/09 00:19","3455","22022377","自分の適性を理解する","仕事に対して誠心誠意に取り組む","学生のうちにたくさんのことを経験しておく","自分の感性を信じる","失敗も経験なので恐れない"
"2022/06/09 00:19","3454","25022241","自分の適正に気づけるようにする","誠意を持って実績を出す","いろんなところに出向いて学ぶ","ブームから文化へ","常に目の前にあることをなしとげていく"
"2022/06/09 00:19","3453","26022312","マルチカルチャー","ブランドの作り方","褒める","自分の適性","責任感を持つ"
"2022/06/09 00:19","3452","32022334","レコグニションを大切にする","当時の授業は深く考えていなかったが今の自分に繋がっている","アルバイトが役立つ","信頼が大切","やると決めたらやる"
"2022/06/09 00:19","3451","24022358","任されているのは、頼られている、信頼されているということ。","ブームにしてはいけない、ブームから文化へ","ローカルの意見をリスペクトして、国の違いを受け入れる。","人生はすごろく。一回休みも、3個戻るも、振り出しに戻るもあっていい、それも含めて進んでいるということ。","頭で考えるのではなくて、心の声をきく"
"2022/06/09 00:18","3450","34020198","縦に深堀りすることができなくても、横で幅広く捉えることも立派な選択","0を1にすることは新規事業のやりがいでもあり楽しさでもある","自分のやりたいことを達成することができたら、すぐに次の目標のために行動する","会社が大切にしていることが何かを理解し、それを曲げずに行動する","ブームを文化に変化させる"
"2022/06/09 00:18","3449","26022592","アルバイトをしながら自己理解していた","若い時の怒られた経験で考えることがあった","転職を４社経験した","国によって何を大事にしているか理解する","帰国子女の経験が今の仕事につながっていることが多い"
"2022/06/09 00:18","3448","24021348","バイトで自分の適性を知る","人から必要とされる","ブームから文化へ","人生は双六","心の声"
"2022/06/09 00:17","3447","24022403","学生のうちにいろいろなアルバイトをすることで自分の特性をみつける","先が不明瞭でもとりあえず一歩踏み出してみる","国によって価値観やトレンドは異なる","ブランドとしてやるべきこととニーズのつり合い","ブームから文化へ"
"2022/06/09 00:16","3446","23020059","自分でやるしかない","みんなの前で褒めることを意識している","国の違いを聞き入れ、リスペクトする","みんなで共有することが大事","失敗は経験"
"2022/06/09 00:16","3445","22022596","大学の時にとっていた授業のキーワードが現在の仕事に関係したりしている。","アルバイトを通して自分の適性に徐々に気づいた。 入社したては、見て覚えていたのでスピードアップに繋がった。","新しい仕事を任せられ続けるということは、その度に誠意をもって成果をだしていたということ。","学生の間にいろんな経験をすることで、人との人間関係に繋がる。","失敗も経験なので、頭で考えるだけでなくどんどんトライして、自分の心の声を聞くことが大事。"
"2022/06/09 00:16","3444","26022007","沢山のアルバイトを経験して自分の適性を見分ける","若い頃の失敗は将来いきる","ブームから文化にする","常に目の前にあることをやり続ける","頭で考えすぎず、心の声を聞く"
"2022/06/09 00:15","3443","24021491","褒めることを意識する","ブームから文化にしていく","現地の人に自分から話を聞きに行く","常にアップデートしていく","こうしなきゃいけないと頭で考えて行動しないようにする"
"2022/06/09 00:14","3442","22022783","マルチカルチャーの中で働けることがやりがい。チームマネジメントも文化によってスタイルが違うから、やりながら学んでいる。その過程が自分にとって刺激的だ。","アルバイト（有馬温泉や、秘書代行など様々）を通して、自分の適性を徐々にに気づいていくような学生生活を送っていたこと。","｢0から1｣今までなかった事業を立ち上げるということを任され続ける。任され続けるということは、その仕事に対して誠意を持って、実績をだして、信頼されていないとできないことだ。","店舗のデザイン然りホスピタリティ然りプロダクト然り、その全部の体験がブランドに繋がっている。自分がその空間や環境でどう感じるのかを一緒に共有することがとても大切。","ブームから文化へ。"
"2022/06/09 00:14","3441","31022319","色々なことを経験して自分の適性を知る。","誠意を持って実績をつむ。","今後も仕事を任され続けるように成果を出し続ける。","現地に行ってその現地の人々と心を通わせる。","常に目の前にあることに全力で挑む。"
"2022/06/09 00:14","3440","26021309","やるかやらないかだと、やると決めたらやるだけ","会社の目指す世界観とお客様のニーズをどう繋げるかを意識していた","学内で何か、はっきりと取り組めたといえるものを作るといい","学内の友人関係に深みや幅をもたせたかった","頭でっかちにならずに、好きだと思うことをやってみるべき"
"2022/06/09 00:14","3439","24020213","マネジメントでは「ほめる」ことが大切","責任感は常に持って行動する","失敗することを恐れない","AIやテクノロジーが発達してる今だからこそ、感じる力を鍛える","ブームから文化をつくる"
"2022/06/09 00:14","3438","22021585","誠意を持って仕事に取り組み実績を出すことが信頼に繋がった","ブームから文化に気付いた","色々なところに出向いて学ぶ","今出来ること打ち込めることを見つける","失敗しても前に進む"
"2022/06/09 00:12","3437","37022662","外国の人と一緒に仕事をするときは相手を認識し、褒めてあげることが大切。","勉学や仕事は色んなところで繋がる可能性があるのでたくさん学び、経験を積んでいくことが大切。","アルバイトなどの課外活動が自己分析に繋がっていくので課外活動も怠らない。","自分が空間や環境でどう感じるかを共有することが大切。これは文化が異なるときでも大切。","時には失敗した方が良い時もある。失敗から得ることはとても大きい。とりあえずやってみよう、という心構えが大切。"
"2022/06/09 00:12","3436","24022116","自分が感じたことを仲間に共有する。","目の前にあることをやりきる。","頭でっかちにならず、好きなことにどんどんトライする。","頭で考えすぎず、心の声を聞く。","若いころの失敗は将来活きる。"
"2022/06/09 00:11","3435","26022057","ブルーボトルで、ブルーを際立たせるためにブルーはロゴでしか逆に使わない","学生時代のアルバイトは色々な種類をやると、自分の得意なことがわかってくることがある","新入社員の時など、特定の仕事を任され続けるというのは周りから評価を得ているということである","人生はスゴロクのようなもので戻ったり、休んだり、長期的にみて進んでいれば良い","ブームから文化へ変える"
"2022/06/09 00:11","3434","29022235","失敗は経験","好きだと思うことはトライしてみる","心の声を聴く","頭で考えた時の判断は鈍る","共有しながら新しいものをつくる糧にする"
"2022/06/09 00:11","3433","34020246","失敗は経験","心の声をきく","感じる力を鍛える","何か打ち込めることを見つける","失敗から学び前に進むことが大事"
"2022/06/09 00:10","3432","25020643","学生時代ではアルバイトなどを通して自分にあったものを探すこと","「ゼロから事業を立ち上げる」ということを任され続ける重要性","ブームから文化へ変化していく！","自ら行動して海外の方とコミュニケーションをとることの重要性→グローバル","縦と横の繋がりが社会へ出て非常に重要な財産になる"
"2022/06/09 00:10","3431","23020055","0から1を立ち上げる","自分の適性に気づく","失敗すれば良い","選択した責任は自分で取れば良い","人生は双六"
"2022/06/09 00:09","3430","22020399","課題と疑問から発展","的確なフィードバックが重要","自分のインパクトを考える","0から1を任されるほどの実績＝信頼","行列を作ることが仕事"
"2022/06/09 00:08","3429","34022233","たくさんのアルバイト経験をして適性を見つける","若い頃の失敗は将来生きる","自分が感じることを仲間と共有する","学内で熱心に活動する","頭でっかちにならず、好きなことにどんどんトライする"
"2022/06/09 00:08","3428","24021182","失敗することは大切","プロジェクトはやりきることが大切","学生の間しかできないことをたくさん経験する","失敗してそこから、学ぶ方が学びが深まる","自分の中で覚悟を決めればどんなこともできる"
"2022/06/09 00:08","3427","25022504","声掛けたり励ましたりなどのレコグニションを大切にしている","当時の授業は深く全く考えてなかったが今の自分に全部繋がっている","アルバイトによって得たことが役に立っている","信頼があるからこそ0から1の立ち上げを任せられている","やるかやらないかなのでやると決めたらやる"
"2022/06/09 00:07","3426","23020537","一緒に街を盛り上げたいという気持ちで一緒に成長","コンセプトがしっかりしていてわかりやすい","コーヒーはフルーツなのにフルーツとして扱われていない","マルチカルチャーの中で働けることの刺激","マルチカルチャーな人には褒めることを気をつけている"
"2022/06/09 00:07","3425","38021439","マネジメントに関してはとにかく褒める","国の違いを聞き入れる、リスペクトする","みんなで共有する","失敗は経験だからとにかくトライする","頭で考えるのではなく、心の声を聴くこと"
"2022/06/09 00:07","3424","24020481","頭で考えた判断は鈍るので、心の声を聴く。","若い時の失敗は良い経験になるので、萎縮せず好きだと思うことにトライしてみることも大切。","人生はすごろく。時には一回休みや後退してもいい。","選択の責任は自分で採ればいいから、挑戦と一歩踏み出す覚悟を持つ。","不確定な情報に対する耐性を持つ必要がある。"
"2022/06/09 00:06","3423","22021011","どういう人と働くか","人から期待されること","人生は双六","失敗は経験","心の声をきく"
"2022/06/09 00:06","3422","25022468","声掛けたり励ましたりなどのレクゴニションを大切にしている","当時の授業は深く考えていなかったが今の自分に全部繋がっている","アルバイトによってえたことが役立っている","信頼があるからこそ0から1の立ち上げを任さられている","やるかやらないかなのでやると決めたらやる"
"2022/06/09 00:06","3421","24022567","任されるって頼られることだと思う","自分の役割とか関わっていることに対する自分のインパクト","自分のやってきたこととやりたいことがマッチするんじゃないか","国の違いをちゃんと聞き入れる","失敗したほうがいいのにって思うことがある"
"2022/06/09 00:05","3420","25022291","声をかけたり、励ましたりなどのレコグニションを大切にしている","当時の授業が今の自分に全部繋がっている","アルバイトによって得たことが役立っている","信頼があるからこそ0から１の立ち上げを任せられている","やると決めたらやる"
"2022/06/09 00:05","3418","24020310","任されることは信頼されているということ","失敗を恐れず一歩踏み出すこと","目の前にあることをしっかり成し遂げる","好きなことにどんどんトライする","心の声をきく"
"2022/06/09 00:04","3417","25020542","自分の適性を見つける","ブームから文化を作る","0から1を立ち上げる","任せられ続けること","人との繋がり"
"2022/06/09 00:03","3416","31021335","0から1をつくる難しさ","マネジメントにおいてみんなの前で褒める事は大切","失敗すればするほど人生に深みがでる","失敗を恐れずどんどんチャレンジする","頭で考えすぎないようにする"
"2022/06/09 00:03","3415","24021257","海外の方と仕事をしていく中で褒めることは相手のやる気につながるため大切である","仕事では業務を教わるのではなく、自分自身の判断で行動するほうが成長できる","仕事を任されるのは信頼を得ているからこそであり、それがモチベーションへと繋がる","周囲からの意見を全て切り捨てるのではなく、部分的に取り入れていくという考え方が重要","不確定な状況に対しても積極的に飛び込んでいくべきである"
"2022/06/09 00:03","3414","24022716","信頼してもらうことで仕事をもらえる","信頼関係を続けることで仕事が続く","小さなきっかけで視点をお互い合わせていく","自分で何かを作り上げる","いろいろなものを見たり経験したりする"
"2022/06/09 00:03","3413","22022751","秘書のバイトをして、人を支えたりするのが、自分に合う仕事だということに気付き、有馬温泉のバイトでチームで動いたりすることや、リーダーの大切さを実感したとおっしゃっていたので、学生時代のアルバイトも将来に繋がると考え、もっと新しい経験をしていきたいと思いました。","会社を立ち上げることは、従業員の採用を考えたり、工事の進行状況を確認したり、とても大変だったので壁にぶつかりながら、たくさんの人に助けてもらって頑張っていたそうです。また、新規事業を全てゼロから任されて、ゼロからイチにするものが多かったので、実績を出し頑張っておられたそうです。私は、誰にも教えてもらわずにすることは勇気が出ないので、凄いことだと思いました。","考えていてもわからないので、自分でやると決めたらやるしかないので、あまり何も考えず、身一つで動いたりしていたそうです。一人で色んな国に行き、荷物などがなくても生きていけるという点にとても憧れました。","初めの方は、ネガティブなコメントなども多かったが、文化を受け入れてもらえるようになり、ブームから文化にしていくことの大切さを話しておられて、私も流行りのものなどはすぐに飽きてしまいますが、文化として残るものは、大切にできるので、とても素晴らしい考え方だと思いました。","人生は、すごろくだと思っているので、休みや、戻るということがあっても良いと思っており、ピラミッド的に考えてしまうと、上に上がれていないなどと考えてしまうので、失敗してもいいと思って行動するべきだとおっしゃっていて、今の私は、失敗に恐れて行動できないことが多いので、もっと挑戦していこうと思いました。"
"2022/06/09 00:03","3412","26021211","やりたいことや興味のあるものが分からない時は、さまざまな分野のことを学ぶ","ゼロから任されて、自分で開拓しなければならないという状況に鍛えられる","目の前にあること、今できることをがむしゃらに成し遂げていく","自分の考えを論理的に共有することは大切","若い時に失敗しておけば、大人になったときの失敗の傷が浅い"
"2022/06/09 00:02","3409","31020563","色んなことを選択して学ぶ","マネージメントにおいてベースは褒めること","国の違いを聞き入れる","大変さを楽しむ","今打ち込めることを見つける"
"2022/06/09 00:01","3408","22021538","留学","アルバイト","自己分析","がむしゃらに生きる","人のために役立とうとする"
"2022/06/09 00:01","3407","25021449","感じる力を耕す","好きなことをどんどんトライする","ブームから文化へ","失敗から学んで深みを出す","心の声を聴く"
"2022/06/09 00:01","3406","34022274","仕事を任され続けるということは、誠意を持って仕事をし、成果を出し続けないとできないことである。","アルバイトを通して、自分の適性を見つけていく。","人生はすごろくである。失敗を恐れずに1歩踏み出してみる。","選択した責任は自分で取ればいい。決めたらやる。自分の覚悟の問題である。","頭でっかちにならずに、心の声聞いてどんどんチャレンジする。頭で考えた時の判断は鈍ってしまう。"
"2022/06/09 00:00","3405","25022006","学生生活で、自分に何が向いているかを考える","失敗しても、どんどん挑戦する","若いうちにたくさん失敗して経験を積む","目の前のことに全力で取り組む","人との繋がりを大切にする"
"2022/06/09 00:00","3404","26021401","楽しみながらやる","次のステージにわくわくしながらやる","人との繋がり","打ち込めることをやってみる","失敗を恐れない"
"2022/06/09 00:00","3403","31022111","アルバイトを通して自分の事を知る","国の違いを聞き入れる","失敗は経験になるので考えすぎない","流行りではなく文化にする","社会に出た後も大学のつながりを大切にする"
"2022/06/09 00:00","3402","26020492","任されるということは、頼られているということ。","失敗から1つの仕事の重大さに気づくことができる。","信頼されないと、任せられ続けることはない。","一歩戻っても振り出しに戻っても、進んでいることには変わりはない。","目の前にあることをしっかりとやり遂げる。"
"2022/06/09 00:00","3401","34022291","学校生活を通して、自分の適性に気づく","ブームから文化へ","学内やサークルなどで、人間関係の幅や深さを広げる","失敗は経験","こころの声を聴く"
"2022/06/08 23:59","3400","26022045","たくさん経験し、合っているものを徐々に見つける","人から任されるということは目に見えた実績を出し、信頼されることが必要","積極的にコミュニケーションを取り知識をつける","現場の声に耳を傾ける","ブームを文化に変化させる"
"2022/06/08 23:59","3399","29021072","あらゆる面の知識を蓄積できる","仕事を任され続けるのは成果が出ている証拠","みんなの前で褒める","国の違いを受け入れる","ブームから文化へ発展"
"2022/06/08 23:59","3398","22020152","詳しくない事があれば積極的に質問する。","いろんな経験をし学ぶ機会を作る。","ブームで終わらず文化にする。","任せられているという事は頼られている。","成果を出し任され続ける。"
"2022/06/08 23:59","3397","22022512","視野を横に広げてみる","その時々の出会いを大切にする","ブームを文化にする","全てを否定せず、また別の方法を提案してみる","どんどんトライしてどんどん失敗する"
"2022/06/08 23:58","3396","25020513","マルチカルチャーの中で働くのは刺激的。","アルバイトを通じて自分の適性を見つける。","会社の世界観とお客のニーズをつなげる。","失敗は経験。","心の声を聞いて判断する。"
"2022/06/08 23:58","3395","37021618","海外の人と仕事をするときは相手を褒めることが大切。","任されていることは頼られて信頼されていること。","自分が空間や環境で感じたことはみんなで共有することが重要。","ブームから文化へ。","心の声を聞くことは大事。"
"2022/06/08 23:58","3394","26021551","アルバイトを通して自分の適性を知ることが出来る。","期待に応えたいという気持ちで仕事をしている。","ブームから文化へと変えていく。","人生はスゴロクである。","若いうちに沢山失敗を経験しておくべきである。"
"2022/06/08 23:58","3393","22022379","信頼されているから任せてもらえる","常に目の前のことをしっかり成し遂げる","学内で自分が「これはやった」と思えることがあるといい","学内の活動で深い関係性のなかまをつくる","卒業してから大学の非日常性に気づく"
"2022/06/08 23:58","3392","22022181","人から必要とされることが嬉しい","現地スタッフと心を通わせる","ブームを文化にしていく","周りとのつながりを大切にする","失敗は経験"
"2022/06/08 23:58","3391","24021747","人から必要とされることの嬉しさ","成果を出し続けることで信頼につながる","人生は双六","失敗から学ぶことで成長できる","心の声を聴く"
"2022/06/08 23:58","3390","38021434","現地スタッフと仲良くすること","ブームから文化へ","打ち込めることを探す","信頼がなければ仕事は任せられない","関学は色んなパイプがある"
"2022/06/08 23:57","3389","24022075","ひとつやりきったら次のことにも挑戦してみる","誠意を持って仕事に向き合い、成果を出し続ける","考えても分からないしやるかは自分次第。周りに何か言われても責任は自分で取ればいい","たくさんのことを経験することで感性を研ぎ澄ませ、失敗することで深めていく","人生はすごろくのようで休みも振り出しに戻るも含めて進んでいる"
"2022/06/08 23:56","3388","29020162","任されるということは、必要とされていること","自分でやるしかない、やるかやらないかならやる","ブームではなく文化へ","自分たちがやってきたことが自分たちの信じるもの","人生は、すごろくみたいなもので、止まってしまうことがあってもそれも含めて成長している"
"2022/06/08 23:55","3387","25022399","アルバイトを通じて自分の適性を知る","仕事に対して誠意を持って実績を出さないと信用されない","前に進むことが大事だから失敗は恐れない","目の前にあることを成し遂げる","若い時の失敗の傷は浅く大人の失敗は傷が深い"
"2022/06/08 23:55","3386","25021163","アルバイトをすることで自分の事についてさらに知ることが出来る","就職してからもさらに自分を成長させる機会がある","成果を出し続けることで信頼を獲得することが出来る","日本だけでなく海外での生活を経験することで自分を大きく成長させる","人との?がりが大切でその人との?がりが自分自身の将来を決める可能性がある"
"2022/06/08 23:54","3385","27020058","取引先の会社がどういう気持ちで仕事しているのか、また、それに対して貴方がどういうミスをしたのか考えなさい。","成果を出し続ける事によって、今までに無かった0からの事業を任され続ける。","転職に対してマイナスなイメージが多いが、選択した責任を自分が取れば良いだけなので、自身の覚悟の問題でしかない。","ブームを文化に変えていく。","頭で考えた判断は鈍ってしまうため、心の声を聞く。"
"2022/06/08 23:54","3384","39022066","挑戦するべき","いろいろな経験が必要","楽しみも必要","新しいことに取り組む","諦めずに続けてみる"
"2022/06/08 23:53","3383","25021388","関学は色々なことにトライできるので、特性を活かして大学生のうちに自分に合うもの、適性を見つけることが大事","任され続ける為には信頼が必要。","信頼を得るためには成果を出し続けることが大事。それが誠意や信頼へと繋がる。","英語の必要性。スタッフと心を通わせることが大事。","人から必要とされるときにはやりがいを感じれる。"
"2022/06/08 23:53","3381","22022646","アルバイトなどの経験により自己形成ができる。","自身の適性を大学内で見つける。","若い頃にたくさん失敗すると良い。","打ち込めるようなことを見つける。","関学での日々は非日常なので精一杯楽しむ。"
"2022/06/08 23:53","3380","24022330","やると決めたらやる","人を褒める","人と心を通わせる","ブームから文化にする","目の前のことに取り組む"
"2022/06/08 23:52","3379","24020455","徐々に自分の適性に","任されるとは信頼されている","言われたら100返す","学内のつながりが大事","日常は非日常だったと気づく"
"2022/06/08 23:52","3378","22020792","人を支える","チーム作り","期待に応えたい","０から１","失敗を恐れない"
"2022/06/08 23:52","3377","25019599","褒めることの大切さ","国際事業において文化を尊重すること","人とのつながりを大切にすること","ブームから文化を作ること","自らの心の声を聴くこと"
"2022/06/08 23:51","3376","37022258","任されることは頼られていること","マネージメントにおいては認知してあげることが大切","心の声を聴く","不確定な状況に対する耐性","ブームから文化にする"
"2022/06/08 23:50","3375","29021005","ブームから文化へ","0から1へ","目の前のことをしっかり成し遂げていく","自分の足で動く","企業の世界観と顧客のニーズを合わせる"
"2022/06/08 23:50","3374","29020258","ブームにしてはいけない、文化にする、地元の人にも愛されるように","失敗は経験、そこから学んだことで深みが出る方がよっぽど豊か","選択した責任は自分で取る","好きだと思うことにどんどんトライ","心の声を聞く、頭で考えた時の判断は鈍る"
"2022/06/08 23:50","3373","32022303","任されているということは信頼されている証拠","学生の間にたくさんの経験をするべき。","目の前にあることにしっかりと打ち込む。","自分が好きだと思うことは何事にもトライする。","心の声を聞き、失敗をたくさんするべき。"
"2022/06/08 23:49","3372","36021505","学ぶ過程が大切でおもしろい。","いろんな国籍の人と仕事をするとき褒めることを意識する。","どんな人と働くかが大切。","自分が何が向いているか分析する。","実績を残して信頼されないと仕事を任せてもらえ続けられない。"
"2022/06/08 23:48","3371","25022208","やりながら学ぶことが自分的には刺激的で面白い。","海外旅行は大事な経験だった。","期待に応える。少しでも、このような積み重ねることで成長する。","信頼されることは大事。信頼されないと仕事を続くことは難しい。","積極的に教えてもらうことで自分が成長した。"
"2022/06/08 23:47","3370","26021008","常に自分の目の前にあることをやり切る","学生のうちに人脈を広げるべき","失敗は経験となるから失敗を恐れず何事にも挑戦するべに","頭で考えすぎるのは良くない","AIが導入されているこの時代で一緒に働きたいと思われる人間にならなければならない"
"2022/06/08 23:46","3369","26022536","チームワーク","新規事業","0から1","経験の積み重ね","考えるよりも先に行動"
"2022/06/08 23:45","3368","25020703","部下を褒める","秘書の経験が人事への興味に","期待に応えたい","地域密着","ブームから文化へ"
"2022/06/08 23:45","3367","32020036","任され続ける","やると決めたらやる","感じたことを共有する","人生をすごろくとして捉える","失敗から学ぶ"
"2022/06/08 23:45","3366","25022704","相手を褒める","学生時代に自分の適性を見つける","若いうちに色々体験をする","相手のことをしっかり見て、それを伝える","経験を積みながら、やりたいことを見つけていく"
"2022/06/08 23:44","3365","34021081","マルチカルチャーの中で働くことの刺激","日本人にはないが、褒めることが大事","任されるは頼られるってこと","小さな積み重ねで仕事を続けられている","知らないことは積極的に"
"2022/06/08 23:44","3364","25020057","自分の適正に気づく","自分の足で色んなところに行って勉強","現地の人と心を通わせる","ブームから文化を作る","任されるは頼られる"
"2022/06/08 23:44","3363","23020646","アルバイト経験から自分の役割を考える","現地調査していく","ブーム変えを発見する","心の声を聞くこと","誠意を出す"
"2022/06/08 23:43","3362","39021095","異文化交流において大切なのは相手を褒めることである","文化の違いを受け入れ、それぞれの意見を共有する","まずは好きか嫌いかを伝え、そこから理由付けしていく","何か事業を行う上で、地元の人たちを第一に考えることが大切","人生はすごろくであるため、休んだり振出しに戻ってもいい"
"2022/06/08 23:43","3361","24022012","自分のことをよく知る","いろいろなことに挑戦してみて経験すべき","失敗を恐れない","誠意を持つことが大切","ローカルの意見を取り入れる"
"2022/06/08 23:43","3360","31021546","人を褒めるとその人もやる気が出るので良い。","大学時代の学びは意外にも大人になっても繋がっていることが多い。","ブームから文化へ。","自分の足で学びに行く。","若い時には沢山失敗を味わい、好きなことを積極的にしよう。"
"2022/06/08 23:43","3359","22022667","大学では選択出来る授業が多いので、その中で自分に合っているものを見つけることが出来た。 →自分に合わなかったと思ったら、次の学期からは違う分野の授業を取ることが出来るのはとても良いと感じた。","初めて就職した時、立ち上がったばかりの会社に配属になったため、新卒は自分含め2人だったが、やるべき事を教えてもらってからすぐに、自分でなんでもやって欲しいという雰囲気になった。→そのおかけで、自分の能力が上がるスピードがアップした上、鍛えられたという経験はとても糧になると感じた。","新卒2年目の頃には、コンシェルジュ側としてパリに自分一人で行き、お客様にアパートの契約サポートをし、一人で成約をして日本に戻ってアパートに案内することが仕事だった。 →フランスに留学していた経験から配属になったが、コンシェルジュ側としてお客様に弱い姿は見せられないという責任もあって大変だったと感じるが、貴重な経験だと思った。","任されるということは頼られている、信頼されているということなので、その積み重ねが働いている中で嬉しかったこと。 →任されるということは責任も伴うけれど、自分が会社で働いている意味を考えた時に、信頼されることは1番嬉しいことだと思うので、まさしく井川さんの仰った通りだと思った。","チームマネジメントにおいては、見ているよ、というレコグニションが大事であり、みんなの前で褒めたり、ローカルの意見をどこまでリスペクトして受け入れるのか、ということを大事にしている。 →働いている部下の側としては、上司が自分の頑張りを見てくれていると頑張れるし、会社全体の雰囲気も良くなっていくと思うので、素敵な考え方だと思った。"
"2022/06/08 23:43","3358","29021314","アルバイトを通して自分を知ることができる。","任されることは頼られていることであり、信頼されているということ。","失敗した方がいい。","人生はすごろくだ。一回休む、3歩戻るもあってもいい。それも含めて進んでいることが大事。","失敗は経験。頭で考えた時の判断は鈍る。"
"2022/06/08 23:43","3357","22022560","いろいろなことをしてみて自分の適性、打ち込めるものを見つける","人との関わりの中からヒントを見つける","まず一歩踏み出すことが大切","一時的なものではなくその後定着する物に","人との繋がりやネットワークは財産"
"2022/06/08 23:42","3356","25022505","チームの空間や環境を文化が異なる中共有することは重要である！","ブランドとしてやることとお客様のニーズを読み取ることは大切にするべき","やると決めたからにはやる","ブームで終わるのではなく、文化として街に取り入れてもらえるような工夫を凝らすことが大切","現地スタッフと個人的に交流を行う。心を通わせることは必ず必要だ。"
"2022/06/08 23:42","3355","25020662","必死に聞く、教えてもらうが大事！","自分の企業について学ぶことが必要","現地スタッフと心を通わせることを大切にしている","ブランドはブームを作るが、ブールボトルではブームではなく文化を作ることを目標","ブルーボトルができことによって、街の文化も変えることができる"
"2022/06/08 23:42","3354","29020407","信頼されていないと任され続けることはない","自分がその環境・空間でどう感じるかを共有することが大事","ブームから文化へ","人生はすごろくだ","現地スタッフと心を通わせる"
"2022/06/08 23:41","3353","24022215","留学","アルバイトから自分の適性を見つけることができる","誠意を持つ","成果を出して信頼を作る","やると決めたらやる"
"2022/06/08 23:41","3352","29022172","失敗すること","ブームを文化に","世界観とニーズを広げる","人との繋がり","論理よりも心の声"
"2022/06/08 23:40","3351","31022505","仕事に対して、誠意を持って実績を出し、信頼されないと任され続けることはない","自分の足でいろんな場所に行き、いろんなものを手に入れる","０から１を立ち上げる","ブームから文化にしていく","今打ち込めることからやりたいことの発端を見つける"
"2022/06/08 23:40","3350","34022111","実績を出し続け、信頼されないと、仕事を任され続けられない。","チームの空間、環境を文化が異なる中共有することは重要だ。","ブランドとしてやることとお客様のニーズを読み取ることは大切にすべき。","現地スタッフと個人的に交流を行い、心を通わせることは必ず必要だ。","ブームで終わるのではなく、文化として街に取り入れてもらえるよう工夫を凝らすこと。"
"2022/06/08 23:39","3349","34021044","やりたいことが見つからなくても、多種の活動を経験してみる","経験のフィードバックにより自己を分析する","誠意をもって仕事をする","苦しい状況も自分を成長させる時間だと思う","自分の仕事でどう社会に、世界に影響を与えるか考える"
"2022/06/08 23:39","3348","25022618","成果を認めること","人生設計は縦よりも横の広がりで考える","失敗から得られる経験もある","過去の経験が今に活きる","理屈よりも心の声を聞く"
"2022/06/08 23:39","3347","25020564","外国人と仕事を共にするときは褒めることが大切","アルバイトを通して自己分析","個性を共有することが大切","学生時代の経験は重要","失敗を恐れず一歩踏み出すことが大切"
