担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,25022288,CBOブランド全体を統括(PRマーケティングデザインオンラインコンテンツなど),仕事の魅力ブランドの作り方とそれを大事にしながら育てていくことマルチカルチャーの中で学べる。,マルチカルチャーの中で気を付けていること褒めてしっかり見ていることを相手に伝える。,客のニーズと会社が目指している世界観をどう繋げるかを提案することがマスタリーフォアサービスに繋がる。,失敗は経験なのでどんどん好きなことをトライする。頭で考えすぎずに心の声を聴くことが大事。, , , ,,,, , ,0,,再履修
吉松,25022309,チームマネジメントも国によって全然違ってそれを学びながら仕事をするのは本当に楽しい,店を作る時にブームにするのではなく地域と親睦を深め文化にしたいと思って頑張った,期待されたら応えたいから頼まれたことは100にしてから返すようにしてた,若い時に失敗はどんどんすべき、その失敗から色んなことが学べる,好きだと思うことにどんどんトライしていく方がいい, , , ,,,, , ,0,, 
吉松,25022319,任せてもらえているのは信頼されているということ。,ブランディングしていく必要性。,他者から自分自身を必要だと感じてもらえたら嬉しい。,ブームから文化に。,考えに疑問を持つ。, , , ,Pattern345,信頼ことブランディング必要他者自分自身必要ブーム文化考え疑問,1.0,"対象:32021116 時期:2022/11/14 0:16全てのキーワード:任せて貰えているのは信頼されているということ,ブランディングしていく必要性,他者から自分自身を必要だと感じて貰えれたら嬉しい,ブームから文化にしていく,考えに疑問をもつ", ,0,,再履修
吉松,25022348,ものごとを縦と横に分けて考えることで横にはわからないが縦にはわかるといった考え方ができる。,言われたら１００返したいという気持ちが仕事をする上でのモチベーションになる。,アメリカから日本に持ってくる事業はローカライズがどうなるかということが肝になる。,今の日本の教育では不確定な状況に対する耐性が低いため、転職に対するマイナスなイメージがつきやすい。,大人の失敗で生じた傷は治りにくいため若い時に失敗しておいた方が良い。, , , ,,,, , ,0,, 
吉松,25022382,AI,一緒に働きたい人,対人,何ができるか,感じる力, , , ,,,, , ,0,,再履修
吉松,25022406,海外に行くこと,様々な経験,自分の適正,みんなで共有,ブームから文化へ, , , ,Pattern124,海外こと経験自分みんな共有ブーム文化,1.0,"対象:22022802 時期:2022/06/09 16:29全てのキーワード:海外に行くこと,様々な経験,自分の適性,みんなで共有,ブームから文化はへ", ,0,,再履修
吉松,25022409,打ち込めるものを見つけること,自己分析,経験,信頼,展開型キャリア, , , ,,,, , ,0,,再履修
吉松,25022485,自ら進んで学習する,関西学院はとてもいい学び場所,仲間を大切にする,今から準備をする,大学生活を楽しむ, , , ,,,, , ,0,, 
吉松,25022532,アルバイトは自らの適職に気付かせてくれる,進取の気性が大事具体的には自ら新しい場所で新しい人と触れ合う,ブームの作り方とそこに付随する文化観が大事,目の前の課題をしっかり遂行していく,客が何を求めているのか常に考えそれに基づいた会社つくりが大切, , , ,,,, , ,0,,再履修
吉松,25022534,信頼されてないと仕事は任せられない,人生はスゴロクだからふりだしに戻ってもいい,ブームから文化へ,ブランドとしてやるべきことと世間のニーズをすり合わせることが大切,分からないことがあっても1歩踏み出してみる, , , ,,,, , ,0,, 
吉松,25022535,ブランドとしてやるべきこととお客様のニーズにどのように応えるか意識している。,顧客に近い経営メンバーとして専門的な知識がなくても会社の方針とお客様の希望を考慮して積極的に提案する,失敗は経験になるので頭でっかちにならず好きなものに挑戦する。心の声を重視する。,大人の失敗は傷が残るので若いうちに失敗しておいた方がいい,物作りの現場に行って効率などを度外視した新しいものを作り出す雰囲気を体験する。, , , ,,,, , ,0,, 
吉松,25022561,チームワークが大切,結果を出し続け成果をあげる,流行から文化へ,アルバイトをして、その活動を通じて自分自身のことを知っていく,現地スタッフの人と相互理解を深める, , , ,,,, , ,0,, 
吉松,25022605,自分の過ごす空間・環境で感じたことをほかの人と共有することが重要である。,日本人は目標という確定したことを逆算して進んでいくのが得意である。,日本人は不確定なことに対しては一歩踏み出してチャレンジしていくことが苦手である。,お客様のニーズに応えながら会社の目指す世界観を実現してブランドを確立していく。,始めは好きなことからでも良いのでどんどんチャレンジして失敗という経験を積んでいく。, , , ,,,, , ,0,, 
吉松,25022613,人から必要とされると嬉しい,言われたら雨100返したいって気持ち,ローカルな意見をどれだけリスペクトして聞けるか,何が大事なのか何がトレンドなのか,こう言う組織にしたい、と思いながらじゃないと失敗する, , , ,,,, , ,0,, 
吉松,25022616,0から1、なかった事業を立ち上げる,今できること、今打ち込めることを見つける,ブランドとはブームを作り、ブームから文化にしていく,積極的に聞く,様々なアルバイトから自分の適正を知る, , , ,,,, , ,0,,再履修
吉松,25022617,学生時代の様々なバイトで自分の適性に気づく。,０から１の事業もある。,実績を残し続けて、信頼を得る。,バイトの経験が社会人に活きる。,たちあげ専門の会社もある。, , , ,,,, , ,0,, 
吉松,25022636,大事にすることをしっかり守る,やりながら学ぶ過程が刺激的で面白い,ほめることは大事,どういう人と働くのかが大事,自分がこの空間とか環境でどう感じるかが重要, , , ,,,, , ,0,, 
吉松,25022640,その国の意見をきき入れる,学生のうちに経験を磨く,人生はすごろく,失敗は経験,心の声を聴く, , , ,,,, , ,0,,再履修
吉松,25022647,成果を出して信頼を得る,ブームではなく文化へ,自分たちがやってきたことが自分たちの信じること,繋がり,失敗も経験, , , ,,,, , ,0,,再履修
吉松,25022656,アルバイトなどを通して自分を知ることが出来る,怒られた経験が後になってよかったと思うようになる,成果を出し続けて信頼されることが大切,マネージメントでは褒めることが重要,色々なところに足を運んで色々な人と話す事で知識を深めていく, , , ,,,, , ,0,,再履修
吉松,25022679,諦めない心を持つこと,途中で投げやりにならないこと,先輩を信用すること,他人に敬意を示すこと,成功するまで継続する気で生きること, , , ,Pattern10,心こと途中投げやりこと先輩信用こと他人敬意こと成功継続気こと,0.9545454545454546,"対象:22020083 時期:2022/06/09 15:04全てのキーワード:先輩を信用すること,諦めない心が大事であること,成功するまで継続すること,他人に敬意を示すこと,途中で投げやりにならないこと", ,0,,再履修
吉松,25022688,褒めることを大事にしてその人の最大限を引き出すことを重視している,やりがいのある仕事を見つけることが大事。,学生時のバイトの経験などが役に立つ,留学などで多言語を話せると役に立つ,自分がリラックスできる職場を見つけることは仕事の効率化に繋がる, , , ,,,, , ,0,,再履修
吉松,25022705,コーヒーの鮮度を大事にする,アルバイトで自分の分野を探す,人と繋がる,ブームから文化へ,心の声を聞く, , , ,,,, , ,0,,再履修
吉松,25023004,考えてもわからないからやると決まったならやる,常に目の前のことを成し遂げていく,失敗は経験だから好きなことに対してどんどん挑戦するべき,どんなに小さなことでも人に必要されるとその積み重ねで頑張れる,若い頃に怒られらた経験があってよかった, , , ,,,, , ,0,, 
吉松,25023005,海外の人とコミュニケーションをとるときは褒めることを意識する,自分の中に繋がるキーワード,人から必要とされる嬉しさ,目の前にあることから成し遂げること,関西学院での繋がりは財産, , , ,,,, , ,0,, 
吉松,25023006,透明性を意識した職場,マルチカルチャーの環境で刺激を受け、働きながら学ぶ楽しさ,外国人が多い労働環境ではほめるようにする,バイトの経験や学んだことから徐々に適性が分かる,実績や誠実さから任され続けるようになる, , , ,,,, , ,0,, 
吉松,25023008,マネージメントにおいて、見ているよというレコグニションや褒めることが大切である。,本質的なニーズに頭ごなしにNOというのではなくブランドとしてやるべき事とニーズを汲み取る事が重要だ。,文化が違っていても自分が空間や環境でどう感じているのかを一緒に共有することが大切である。,ブームから文化にしていくことが大切である。,頭で考えた判断は鈍るので心の声を聞き失敗は経験だと思い好きなことをどんどんしていく方が良いのである。, , , ,,,, , ,0,, 
吉松,25023009,近い人,違い,考察,革新,常識, , , ,,,, , ,0,, 
吉松,25023010,自分がその空間と環境でどう感じるかを共有することが大切。,縦でなく、前に進むことが重要で、失敗をした方がいい,自分が好きだと思うことをどんどんする。,頭で考えるばかりでなく、直感も大事にする。,決めたら実行する、選択した責任は自分で取る。, , , ,,,, , ,0,, 
吉松,25023011,誠意を持って実績を出し信頼されなければ仕事は任してもらえない,日本人は不確定な状況に対する耐性が弱い,学内の活動やサークルを通じて仲間を作ってネットワークを広げておくといい,失敗は経験すべきだからあまり頭でっかちにならず好きなことにはどんどんトライしていくべき,頭で考えた時の判断は鈍るから心の声を聞くことが大事, , , ,,,, , ,0,, 
吉松,25023012,信頼、実績があるから仕事が任される,失敗は経験,好きだと思うことにどんどんtryしてみる,心の声を聞いてみる,何か打ち込めるものを探す, , , ,,,, , ,0,, 
吉松,25023013,なにをしたらいいかわからない人はアルバイトなどの色々な経験を通して自分を知ることができる,縦のことばかり考えるのではなく横のことも考える,転職してもほとんどがゼロからのスタートが多く誠意を持ってやらないと信用されない。,大学でのつながりは将来の役に立つのでいろんな関係を築く必要がある。,バイトたくさんする。, , , ,,,, , ,0,, 
吉松,25023014,人を管理するときは見ているということが大事になってくる。,国によっての文化の差でチームマネジメントや顧客の受け取り方に違いが出てくる。,仕事一つ、お金を稼ぐことの大事さを考えた,任されているということは頼られているということ,何を目指せば良いのかわからない人はアルバイトを通じていろいろな経験をして自分を知ると良い, , , ,Pattern358,人管理ときこと文化差チームマネジメント顧客違い仕事一金ことことこと人アルバイト経験自分,0.81,"対象:37023406 時期:今学期全てのキーワード:何を目指せばいいかわからない人はアルバイトを通していろいろな経験をし、自分を知ればいい。,仕事1件の大事さ、お金を稼ぐことの大事さはすごく考えた。,人を管理する時、「見てる」ということがすごく大事。人の話を聞き入れることが大事。,国による文化は凄く感じる。チームマネジメントや顧客の受け取り方も変わってくる。,任されるというのは頼られている、信頼されているということ。任されて達成してというのが嬉しかった。", ,0,, 
吉松,25023015,学生の間にバイトなど色んな経験をして自分が何に向いているかなど適性を知る。,任せられることは頼られていて信頼されているということである。,その仕事に誠意をもって取り組むことの大切さ。,失敗も経験だから若いうちから沢山トライして失敗もたくさんしておく。,ブームから文化へ。流行りで終わらせない企業努力。, , , ,,,, , ,0,, 
吉松,25023016,学校生活での思い出をしっかりと作る,年齢が若いうちに失敗をして経験を重ねる,自分の意見を他人に共有する,やると決めたときに行動をする,物事をポジティブにとらえる, , , ,,,, , ,0,, 
吉松,25023017,清澄グレー,褒めることが大事,ブームから文化にしていく,心の声をきく,好きだと思うことをどんどんトライする, , , ,,,, , ,0,, 
吉松,25023018,ブルーボトルコーヒー,新規事業を任される,ゼロからイチを立ち上げる,大変そうなことを楽しそうにやっていた,今できることをやるそうするとやりたいことが見つかってくる, , , ,,,, , ,0,, 
吉松,25023020,色々な国籍の方と接する時によく褒めることを意識している。,自分でやるしかないので、やると決めたらやる。,関学での繋がりが財産,実績を出さないと任され続けることはない,失敗は経験であるから好きだと思うことにどんどんトライするべき, , , ,,,, , ,0,, 
吉松,25023021,自分の適性に時間をかけて気づいていった,0から1の事業を任された,今できること、打ち込めることを本気でやってやりたいことを見つける,スクールモットー,学生の間にいろんな経験をする, , , ,,,, , ,0,, 
吉松,25023022,やりたいことを見つけるためにいろいろやってみる,情熱と実績があるからまかせ続けてもらえる,ブームを文化にする,相手に話を聞きに行って歴史や思いを知る,自分の足でいろいろな場所に行っていろんなことを仕入れる, , , ,,,, , ,0,, 
吉松,25023023,やるかやらないかしかない,やると決めたらやるしかない,みんなの見てる前で褒めることが大事,マネジメントにおいて褒めることが大切,なにか打ち込めることを見つける, , , ,,,, , ,0,, 
吉松,25023024,やると決めたらやる。,国の違いを認めて、どれだけlocalを尊敬するかが大切。,上手くいかないと自分がやっていることに疑いを持ってしまう。,日本人は不確定な状況に応じる、対応するのが弱い。,学生の時の経験が非常に大切。, , , ,,,, , ,0,, 
吉松,25023025,達成の積み重ねがやりがいに繋がる,学生時代に色んな経験を積むことは大切,失敗すれば前に進んでるか実感できる,常に目の前にあることをしっかりやる,頭でっかちにならずやりたい事をする, , , ,,,, , ,0,, 
吉松,25023026,色んなところへ行く,興味があるものをつきつめる,自分の感性を信じる,人のために役立とうという気持ち,今できること、打ち込めることを見つける, , , ,,,, , ,0,, 
吉松,25023027,何を目指せばいいか分からない時はアルバイトを通して色んな経験をして自分を知っていけばいい,任されるというのは頼られている信頼されているということで任されて達成してというのが嬉しかった,仕事1件の大事さやお金を稼ぐことの大事さはすごく考えた,既に立ち上がっている企業を日本に持ってくる仕事は既に確立されているのでPRマーケティング等を意識する,人を管理する時見てるということがすごく大事で人の話を聞き入れることが大事, , , ,,,, , ,0,, 
吉松,25023028,マルチカルチャーで働くうえで褒めることが大切,国の違いを受け入れる,失敗することから学ぶことができる,学内で深い人間関係を築く,心の声を聴く, , , ,,,, , ,0,, 
吉松,25023029,何を目指せばいいかわからない人はアルバイトを通して色々な経験をし、自分を知ればいい。,仕事一件の大事さ、お金を稼ぐことの大事さはすごく考えた。,国による文化の違いはすごく感じる。チームマネジメントや顧客の受け取り方も変わってくる。,人を管理するとき、「見てる」ということがすごく大事、人の話を聞切れることが大事。,任されるということは頼られているということ。任されて達成して、任されて達成してとうのがうれしかった。, , , ,,,, , ,0,, 
吉松,25023030,ブームで終わらせないためにブームから文化へという意識。,共有しながら新しいものを作ることが大切。,流行りはすぐ終わってしまうからまずは流行らせることより地元の人たちを大切にして愛されるお店にする。,ゼロから立ち上げ、それが成功したらまた新しく立ち上げるということを何度も経験している。,立ち上げるときはマーケティングが重要でPRしてメディアに出していくことでスピードアップさせられる。, , , ,,,, , ,0,, 
吉松,25023031,ブームから文化に,信頼されないと任され続けられない,打ち込めることを見つける,現地スタッフと心を通わせる,誠意を尽くす, , , ,Pattern219,ブーム文化信頼こと現地スタッフ心誠意,0.81,"対象:23022508 時期:2022/11/9 13:42全てのキーワード:やると決めたらやる,ブームから文化へ,成果を出し続けていると信頼され、任される。,現地スタッフと心を通わせる,バイトから自分のことを知る", ,0,, 
吉松,25023032,考えても分からないことがあるのでやると決めたらやる,どういう人と働くかやチーム作りが大切,つながりを大切にする,どんどんトライすることが大切,若いころの怒られる経験は大切, , , ,,,, , ,0,, 
吉松,25023033,学生時代アルバイトをたくさんして、そのなかでも秘書代行のアルバイトをして自分の適性を見つけていった。,就活では、第一志望の企業に落ちてしまって苦労した。,転職をして苦労したことは、英語を用いて海外の人たちとやり取りをすること。,ブルーボトルコーヒーに移り最初は、まったくコーヒーについて知らなかったが、積極的に人に聞きに行った。,一番大事にしていたのが、ブームを文化にしていくこと。, , , ,,,, , ,0,, 
吉松,25023035,国際的な仕事をするときに意識していることは褒めること。褒めることでモチベーションが上がるから。,自分のやりたいことがわからなかったから、さまざまな分野の授業をとって模索していた。,さまざまなバイトをして自分に何が向いているのかを探っていた。,初めて仕事で英語を使うことになった時は難しく、戸惑いなどもあったけど、いい経験になった。,褒められたら嬉しいので、頼まれたら100で返すことを意識して仕事をしてた。, , , ,,,, , ,0,, 
吉松,25023037,信頼新入社員の時、「しっかりと仕事やってくれる」という信頼の元で、いろいろな仕事を任されていた。,経験井川さんは現在の職に就かれるまで様々な仕事を経験されており、それが現在に生きていると思う。,アルバイト井川さんは在学中にアルバイトに励んでいた。学生時代は、何かに打ち込むことが大切である。,人の縁転職をする時は人の縁が関係してくる。人脈を広げることが大切である。,期待にこたえたいという気持ち一緒に働く人の良い部分を活かし、より良いものを作ることが大切である。, , , ,,,, , ,0,, 
吉松,25023039,学生時代の経験が生かされる,学生時代にしかできないことを経験しておく,何が現地のトレンドなのか、文化の違いについて知る。,結果はみんなの前でフィードバックする。,ブームから文化へ。文化にすることで現地の方に来てもらう。, , , ,,,, , ,0,, 
吉松,25023041,バイトの経験が今の職業につながる,大学で学ぶことは、今の自分につながる,人の話を聞くことが大事アドバイスなど,国ごとにある文化の違いは大きい。,任されている＝信頼されるということ, , , ,,,, , ,0,, 
吉松,25023042,ブルーボトルコーヒー,０から１を立ち上げる,いろんなところへ行って、いろんなものを仕入れる,ブームから文化にしていく,今できること、今打ち込めることをする, , , ,,,, , ,0,, 
吉松,25023043,様々なアルバイトをして自分の適性に気づく,人から必要とされているのは小さいことでも積み重ねでできているから期待にこたえたい,どのような仕事でも信頼がなければ任され続けことはない,ブームを文化にすることを大切にする,どんなことでもいいからうちこめることを見つける, , , ,,,, , ,0,, 
吉松,25023044,マルチカルチャーの人たちと仕事するときは、褒めること、国の違いを受け入れることを意識している,任されるというのは、頼られていることであり、信頼されていることである。それがやりがいにもなる。,ブランドとしてやるべきことと、お客様のニーズにどのように応えるかが重要である,地元の人たちを大切にすることで、地元の人たちに愛されブームでなく文化になる,失敗は経験であるから、頭で考えずに、心に正直になって好きなことにトライするべきだ, , , ,,,, , ,0,, 
吉松,25023045,責任感,任されることは信頼されていること,０から１を立ち上げる,ブームから文化へ,心の声を聴く, , , ,,,, , ,0,, 
吉松,25023046,いろいろなことを経験する,感じる力を鍛える,人のために役に立ちたいという気持ちが大切,未来は無限大,必死に打ち込めることを作る, , , ,,,, , ,0,, 
吉松,25023050,任されるということは信頼されて頼られていることであり、期待にこたえたいと頑張ることができる。,人生はすごろくであって、時には休んだり三歩戻ってみたり、振り出しに戻ってみてもいい。,失敗したことで、自分の役割や関わりに対する自分のインパクトを再確認し、責任を持てるようになった。,学生の頃にサークルや活動で仲間と深い関係を築いておくことで、救われたり助けられる場面が出てくる。,やりたいことが決まってない時は一つに絞るのではなく、いろんな選択ができる道に進むことで経験を積める。, , , ,,,, , ,0,, 
吉松,25023051,部下を褒めることを意識する,個性や意見を共有することは大事,お客様のニーズとブランドの形態をどう上手く合わせていくかが大切になってくる,今関係ない事でも将来思うとたくさん繋がったりする,自分の感情をロジックとして分かるようになると、他者にそれをうまく伝えれるようになる, , , ,,,, , ,0,, 
吉松,25023053,ブームから文化へ,人生はすごろく,失敗は経験なのでどんどんした方がいい,心の声を聞く,自分たちのやってきたことが自分たちの信じていること, , , ,,,, , ,0,, 
吉松,25023054,ほめることが大切,若いときのミスした経験が今を支えている,成果を出しつづける小手で信頼を獲得する,知らないことを積極的に学ぶ,ブームから文化を学んだ, , , ,,,, , ,0,, 
吉松,25023055,海外の方と働く時は「頑張っているね」などのコミュニケーションを取ることで、やる気に繋がるということ。,自分自身がその空間でどのように感じているかを共有することが大切だということ。,失敗は経験になるので、好きなものにトライし、心の声を聞くことが大切だということ。,マネージメントにおいて、褒めること、国の違いを聞き入れることが大切だということ。,任される＝頼られているであり、それを積み重ねることで仕事での喜びを感じることができるということ。, , , ,,,, , ,0,, 
吉松,25023056,学生のうちにいろんな経験を積むことが大切であり財産となる,人との繋がりを大切にすることが大切なのだと知った,その場で任せられた事をがむしゃらに努力をすることが大切と知った。,失敗して成長するから、もっと行動したほうがいいということを知った,関係ないと思ってた事が実は繋がっていたと聞き、因果応報を考えて生活していこうと思いました。, , , ,,,, , ,0,, 
吉松,25023057,褒めること,言われたら100で返したいと思いながら仕事をしている,ブームから文化へ,常に目の前にあることをしっかり成し遂げていく,失敗は経験だから心の声を聞いてどんどんトライしていく, , , ,,,, , ,0,, 
吉松,25023059,褒めとフィードバックを大切に,信頼がなければ任され続けない,やると決めたらやる,ローカルの意見を聞き入れる,地元の人をまず大事にする, , , ,,,, , ,0,, 
吉松,25023060,ブームから文化,部下をほめる,やると決めたらやる,個性や意見を共有,若い時に失敗する, , , ,,,, , ,0,, 
吉松,25023061,キャリアをピラミッド的に考えてしまうと、上がったか下がったかを気にして、挑戦できなくなってしまう。,学生時代の経験が自分の感性を磨く。,秘書代行というバイトがあることを知り興味が湧いた。,社会人になるとつながりが大切だと思った。学生時代につながりを作っておくことが大切。,ブームじゃなくて文化にすることが大切なこと。, , , ,,,, , ,0,, 
吉松,25023062,CBDはブランド全体を統括デザインなどもグローバルに展開しオンラインでのコンテンツの監修,アメリカだとほめることが大切,若い時に怒られてよかった,失敗は若いうちにしたほうがいい,やはり英語ができると仕事の幅が広がる, , , ,,,, , ,0,, 
吉松,25023063,外国ではレコグニションが大切,何を目指すかは、アルバイトからも分析可能,怒られる経験が大切,転職でよりやりたいことにより自分に合った仕事に,現地スタッフとの交流が大切, , , ,,,, , ,0,, 
吉松,25023065,さまざまなバイトをすることで自分の適性がわかる,がむしゃらに頑張れば後にいきてくる,多くの人の助けがあったから今の自分がある。,何事にもチャレンジをする,バイトだけではなく色々なことをして自分に合ったのを見つける, , , ,,,, , ,0,, 
吉松,25023066,任せられてるは頼られてる,やると決めたらやる,自分の人生はすごろく,失敗すればいいのに,頭で判断した考えは鈍る, , , ,,,, , ,0,, 
吉松,25023068,外国の文化を受け入れる,ブームを文化にする,地元を大切にする,人生はすごろくだ,日本人は不確定なことに弱い, , , ,,,, , ,0,, 
吉松,25023069,色々な所に行き、様々なことを知る。,目の前のことをきちんとやり遂げる。,好きなことにトライしてみる。,若い時に失敗したほうがいい。,自分の感性を信じて行動する。, , , ,,,, , ,0,, 
吉松,25023070,褒めることが大切,任されることは頼られること,失敗することも大切,ブームから文化へ,一緒に体感していくこと, , , ,,,, , ,0,, 
吉松,25023071,経営者としてほめるときはみんなの前でほめる,ローカルな意見をリスペクトする,文化が違う人であっても自分の感じたことを共有する。,人生はすごろくのようなもので戻るも進むも人生の一部,縦に積み上げることばかり考えずに前に進めばOK, , , ,,,, , ,0,, 
吉松,25023072,自分が何に興味を持っているのかが分からなかったから履修登録でいろいろなことを選択した,どういう人と働くか、チーム作りが大事である,横に考えることでやりたいことが見つかる,若いころに怒られた経験がある方がいい,振り返って自分がこれを頑張ったといえるものがあるといい, , , ,,,, , ,0,, 
吉松,25023073,0から1を作り上げていく楽しさ。,自分が選択したものの責任は自分で取る。,人生は、すごろくのように休む時や戻る時があってもいい。,文化の違いを埋めるためには、互いの個性を認め合うことが大切。,自分の感じたこと、好き嫌いを相手にしっかりと伝え、自分という人間を理解してもらうことが大切。, , , ,,,, , ,0,, 
吉松,25023074,頭で判断したら鈍ってしまう,任せられてることは頼られているということ,私の人生すごろく,流行に乗りすぎない,失敗すればいいのに, , , ,,,, , ,0,, 
吉松,25023077,言われたことを100でしっかり返すこと,1つの仕事に対して企業の責任やお客さんの気持ちを考える,バイトなど色んな経験することでこの先の人生で色んな繋がりになるから大事,失敗は経験なので挑戦する,ブームを作るのではなく文化を作る, , , ,Pattern359,こと100こと1仕事企業責任客気持ちバイト経験こと先人生繋がり失敗経験挑戦ブーム文化,0.91,"対象:25023295 時期:今学期全てのキーワード:言われたことを100でしっかり返すということ,一つの仕事に対して企業の責任やお客さんの気持ちを考える,バイトなど色んな経験をすることでこの先の人生で色んな繋がりになっていく,失敗は経験なので何度も挑戦する,ブームを作るのではなく文化を作る", ,0,, 
吉松,25023079,目の前のことをしっかりやり遂げていく,好きだと思うことをトライする,人のために役立つように,若い時に失敗したほうがいい,学生の時の経験が将来に活きてくる, , , ,Pattern302,目前ことことトライため時失敗ほう学生時経験将来,0.87,"対象:24023181 時期:今学期全てのキーワード:学生の時の経験が将来に生きてくる,人のために役に立つように,好きだと思うことにトライする,若い時に失敗したほうがいい,いろんなことを見たり、経験する", ,0,, 
吉松,25023082,CEOブランド全体を統括する、（ブルーボトルは）ブランドのコンセプトにまつわる部分,マルチカルチャーで働けるという環境が刺激的に感じた,入学時、縦に分野を分けて学ぶより幅広く学びたいと思った,秘書代行や温泉のアルバイトなど、たくさん行い、明け暮れた,縦に考えてもわからない、悩むことは、横に考える、そうすることでやりたいことが見つかる。, , , ,,,, , ,0,, 
吉松,25023083,心の声を聴く頭で考えた時は鈍る,若い時に失敗した方がいい、不確定な状況に対する体制に弱い,ブームから文化へ,ゼロから1の立ち上げ,自分の感性を信じて行動する, , , ,,,, , ,0,, 
吉松,25023084,具体的に就職したい企業を選択し就職活動をスタートしているが、自分の興味のある分野を分析する,いつどのように自分の身のためになるかわからないため、人と人との繋がりを大切にする,任され続けるということは信頼があってこそのため、その仕事に対し、誠意を示すことが大事,色々な経験を通し、自分の感性を信じると、最終的には繋がっていることに気づく,キャンパスライフを楽しみながら、自分が1番打ち込めることを追求することが大切である, , , ,,,, , ,0,, 
吉松,25023086,一番手の夢をかなえるために徹するのが二番手、三番手の仕事,私たちのやってきたことが私たちの信じてきたこと,人生はすごろく,失敗から学んだことで深みが出るほうが豊か,好きだと思うことをどんどんトライする, , , ,,,, , ,0,, 
吉松,25023087,敵を作らない。,前に進んでることが大事。,一生懸命に仕事をする。,転職について何か言われてもその責任は自分で取ればいい。,任されてることは頼られてること。, , , ,,,, , ,0,, 
吉松,25023088,失敗したほうがいい、人生はすごろくだ,地元の人に来てもらうためにブームから文化へ,外国では、レコグニションをするのが大切,任され続けることは信頼の証,何かに打ち込むことで、自分の適性などが見えてくる, , , ,,,, , ,0,, 
吉松,25023089,"9,11の時にフランスにいた",コロナで台湾の開店延期に,論理的に味を理解した,論理的に味を理解したことで、みんなの前で意見を言うのが恥づかしくなくなった,常に新しいことにチャレンジしている, , , ,,,, , ,0,, 
吉松,25023090,人生はすごろくのようなもの,1歩進んでも休みがあってもいい,とりあえず前に進むことが大事,選択した責任は自分にあるから恐れずに進む,好きだと思うことに挑戦する, , , ,,,, , ,0,, 
吉松,25023091,任され続けるには実績が必要,自分の適性に気づいていった,マネージメントでは気づきが大切,ブームから文化へ,ブランドと両者をどうやってシンクロさせていくか, , , ,,,, , ,0,, 
吉松,25023094,部下の接し方で日本人と外国人では好まれる接し方が違う,今は関係ない事でも将来思うと沢山繋がっている,アルバイトなど様々な経験で自分を知ることが出来る,心の声を大切にする,自分の感情を他者に伝えられるようになる, , , ,,,, , ,0,, 
吉松,25023095,学生時代はアルバイトなどで沢山経験を積むべきである。,失敗から学んだことで深みが出る方がよっぽど豊か。,人生はピラミッド型ではなくすごろくみたいなものだと考える方が良い。,感じる力はロジカルではないこと、も多いが、色んな経験をたくさん積むことで養うことが大切。,学生時代に何か打ち込めるものを見つけるべきだ。, , , ,,,, , ,0,, 
吉松,25023096,学生のうちにたくさんの経験と失敗から学ぶことで人生に深みを持たせる。,人生はすごろくだから一回休みも3歩戻るもいい。それれらを含めて進むと言うこと。,ブランドはその地域に文化を作るもの。,常にアップデートされていくお客様や供給側の考えを合わせて行くことの大切さ。,信じて思い描いている世界を形にしていく。, , , ,,,, , ,0,, 
吉松,25023098,アルバイトを通して自分を分析する,人の気持ちにこたえる、サービス精神,会社の目指しているところとお客様のニーズをできるだけ合わせる,日々のアップデートを怠らない,失敗を恐れず、どんどんチャレンジする, , , ,,,, , ,0,, 
吉松,25023102,チームワーク,自分の適性に気づく,誠意をもって仕事することで仕事をもらい続ける,信頼の積み重ねがモチベーション,現地のスタッフとのコミュニケーションで心を通わせる, , , ,,,, , ,0,, 
吉松,25023105,任される＝信頼されている,やると決めたらやる,ブームから文化へ,頭で考えたときの判断は鈍る,若い時に失敗する, , , ,Pattern116,信頼ブーム文化頭とき判断時失敗,0.8,"対象:25020539 時期:2022/06/09 12:45全てのキーワード:ブームから文化へ,やると決めたらやる,失敗は経験,好きだと思うことにトライしてみる,頭で考えた時の判断は鈍る", ,0,, 
吉松,25023107,フルーツにも特徴があるようにコーヒーも味わいの特徴があってそれを生かすようにする,ブランドの作り方とか大事にすることをしっかりと守りながら仕事をする,チーム作りとかどういう人と働くのかが大事,ブームから文化へ,失敗は経験だからどんどんやっちゃうのがいい, , , ,,,, , ,0,, 
吉松,25023109,仕事を任されたということは、頼られているということだ。,失敗というものは経験であるためどんどんチャレンジをする。,常に目の前の事を成し遂げていくこと。,言われたことや求められたことに対し、１００パーセントで返したいという気持ちで仕事に臨むこと。,心の声を聴くことが大切だ。, , , ,,,, , ,0,, 
吉松,25023110,チームマネジメントを学んでいく過程が刺激的で面白い。,大学で学んだことが今になってつながっている。,アルバイトをすることで自己分析をしていた。,任せられることが嬉しかった。,ブームから文化にしていく。, , , ,,,, , ,0,, 
吉松,25023111,いろんな所に行っていろんなことを知る,自分の感性を信じて行動する,好きだと思うことにトライする,出会いを大切にする,目の前のことをしっかりとやり遂げていく, , , ,,,, , ,0,, 
