回答日時,受付番号,回答ユーザ,第８回:キーワード①,第８回:キーワード②,第８回:キーワード③,第８回:キーワード④,第８回:キーワード⑤
2022/11/14 0:02,1668,24020748,たくさん失敗することで、将来につながる。,仕事は、信頼されないと、任され続けることはない。,褒めることは大事。,相手に共有することが大切。,仲間と深い関係性を築くことで、今後のネットワークが広がる。
2022/11/14 0:01,1667,23021639,自己分析すること,他人を褒めること,フィードバックをはっきり言う,ゼロから学ぶであっても、成果を出せば、職場で信頼される,これまでのすべての経験が、今の成功を成した
2022/11/14 0:00,1666,22021078,色々な経験をする,誠意を持って仕事をする,ブームから文化を作る,知らないことは積極的に聞く,現地スタッフと心を通わせる
2022/11/14 0:00,1665,29022071,自分の適性を学生のうちに探す,失敗は経験,心の声を聴く,今できることに打ち込む,0から1
2022/11/13 23:59,1664,26022209,やると決めたらやる。,良い結果が出たら、皆の前でほめる。,ブランドとしてのやるべきことも保ちながら、現地の人の意見も取り入れる。,皆と意見を共有することは大事。,縦ではなく、前に進むことも大事。
2022/11/13 23:59,1663,23022171,仕事を任されるには、成果を出し続けて信頼を得ることが必要,経験を経ることで自分の適性がわかってくる,興味のあるものは実際に行動して肌で感じ、体感するべき,人のために役立ちたいと言う気持ちが次のステージに繋がる, 気になるものは自分の感性を信じて経験してみるべき
2022/11/13 23:59,1662,26020452,1つ1つの出来事が今の自分に繋がってる,今までの経験を踏まえて思考する,目標を達成することが楽しさに結びつく,期待に応えたいという気持ちで仕事を続けている,自分が面白いと思うことがやる気に繋がる
2022/11/13 23:59,1661,36021536,マルチカルチャーの中で働けるのが刺激的でおもしろい,自分が空間や環境をどう感じるのをかくにんできるあ,チームワークは大切である。、,失敗した方が良いこともあるた,流行りが来てしまうと、終わりがある
2022/11/13 23:58,1660,37022441,海外の人と交流する時は褒めることが大切,過去に学んだことが今に繋がってる節がある,好きか嫌いかをまず最初に言ってそこからなぜ好きなのかと問い詰めるとロジックができて自分の感覚を共有するのが恥ずかしくなくなる,失敗は経験だからどんどん経験するべき,心の声を聞くのは大切いちいち頭で考えると失敗してしまう
2022/11/13 23:55,1659,34022063,アルバイトの経験が繋がる,褒めることが大切,自分の感覚を共有する,任される=頼られている,ブランドと顧客をどうやってシンクロさせるか
2022/11/13 23:55,1658,24021259,みんなの目で褒める,ローカルな意見を取り入れる,現地スタッフと心を通わせる,ブームから文化へ,心の声を聴く
2022/11/13 23:55,1657,29021217,就活は自分は何をしたいかよく考えるタイミングになった,縦には分からないけど横の部分では分かるかも,様々なアルバイトを通して自分の適正を見つける,自分の役割、自分の立ち位置をよく考える,0から1にすること
2022/11/13 23:54,1655,26021066,失敗した方がいいときもある,人生はスゴロク,深く考えてなくても後につながる,学生時代に体感することも経験の一つ,前に進んで失敗したことでより深みのある人生になる
2022/11/13 23:52,1654,29021294,ブランドの作り方や大切な事を守りながら仕事をする,マルチカルチャーな中で働ける事刺激が多い,人から必要とされると嬉しい,言われたら100返したいと言う気持ちで仕事をしている,中小企業にとってはその一件がとても大切
2022/11/13 23:52,1653,29022343,様々なアルバイトを通して、自分の適した職に徐々に気づき始める。,失敗は経験なので、恐れるべきではない。,日本人は不確定な状況に弱く、変化が苦手。,ブランドはブームを生み出し、そこから街の文化を創る。,学校内での思い出を残しつつ、好きなことを突き詰めていくべき。
2022/11/13 23:51,1652,23022106,つながり,心の声に従う,信頼,ニーズ,文化
2022/11/13 23:50,1651,24021262,いろんな経験をして自分を知る,ブームで終わらせない,現地の人と心を通わせる,文化を変える,人との繋がり
2022/11/13 23:49,1650,22021265,たくさん褒める事,興味のあるところに目を向ける,ブランディングの重要性,成果をどんどん見せて実力を発揮する,ブームから文化へ
2022/11/13 23:49,1649,23022110,国の違いを聞き入れ、その違いのニーズをどう組み込むか,個性があっていいし間違いもない,ブームから文化へを大切にし地元の人達を大事にした,感性を磨くことは経験が大事,未来が見えないこのへの一歩を踏み出す勇気が大切
2022/11/13 23:47,1647,22022253,実績があれば任され続けてもらえる,詳しくないから積極的に聞く,常に会社の目指す世界とお客さんのニーズについて考える,現地の人と心を通わすことを大切にする,学生時代打ち込めるものを探して、適正するものを見つける
2022/11/13 23:47,1646,38022063,アルバイトを通して自分の適性を知っていった。, 仕事を任され続けるのは仕事に誠実に向き合って結果を出していたから,マネージメントはレコグニションが大事,マネージメントは国の違いを聞き入れる事を大事にする,ブルーボトルはブームから文化を作る事を意識していた
2022/11/13 23:46,1645,37022459,自分の適性,成果を出し続ける,心を通わせる,ブームから文化,打ち込めること
2022/11/13 23:46,1644,26022091,とりあえず一歩踏み出そうという教育,ブームから文化へ,常に目の前にあることを成し遂げていく,自分が空間でどう感じるかを共有する,共有しながら新しいものを作る
2022/11/13 23:46,1643,22021558,失敗は成功のもと,とにかくトライ,誠意を持って仕事に成果を出し続ける,人生はすごろく,がむしゃらが後でつながる
2022/11/13 23:45,1642,31022512,心折れそうだけどそれが自分を鍛える,英語を使うビジネス,経験がないとやはり大変,色んな意味でブランディングをしていく,仕事をしながら、勉強する
2022/11/13 23:43,1641,24022258,任されるということは頼られるということ,人から必要とされることでモチベーションを高められる,失敗が若いうちにあってよかった,マネジメントにおいてベースは褒めること,まずは好き嫌いを言う
2022/11/13 23:43,1640,26021192,マルチカルチャーの中で働けることに刺激を感じた,褒めることの大切さ、チームマネジメントの大切さ,任されることが信頼の証,ブランドとしてやるべきこととローカルのニーズの受け止め,ブームから文化へ(地元の人たちを大切にする)
2022/11/13 23:42,1639,23022457,留学大切。,プレゼン資料の作成力,同僚からの仕事紹介。,単純なことから考えていき、前進していくことが大切。,退職に対する考え方。
2022/11/13 23:41,1638,23021297,アルバイトの経験から自分を知ることが出来る,失敗から学ぶこともある,自分の感性を信じる,現地の人々と心を通わせる,｢ブルーボトルコーヒー｣はブームから文化にしていくことを大切にしている
2022/11/13 23:41,1637,24022448,褒める,任されるのは信頼されてるから,空間や環境について自分がどう思うかを共有する,好きだと思うことにどんどんトライしてみる,頭で考えた時の判断は鈍る
2022/11/13 23:40,1636,22022219,仕事に誠意を持ち、実績を積み、信頼されないと任され続けられない,失敗したときはまた次を考える,若いときに失敗したほうがいい,自分の感性を信じていろんな経験をする,今打ち込めることを見つける
2022/11/13 23:39,1635,26020013,人との繋がりは大切、財産,相手を認めてあげる“recognition”が大事,挫折は経験,その時できることをしっかりやり遂げる,好きなことにはどんどん挑戦していく
2022/11/13 23:38,1634,26022498,仕事をしながら学ぶ,人から必要とされていることは仕事のやりがいになる,成果を出し続けないと信頼されない,マネジメントにおいては褒めることが重要,自分がその空間や環境でどう感じるかを共有することが重要
2022/11/13 23:38,1633,25021131,外国人,文化によってスタイルが違う,マルチカルチャー,店舗デザイン,心が今生きている
2022/11/13 23:37,1632,24020378,たくさんの経験を通じて自分を分析する,自分の望みどおりでなくても一生懸命取り組んで何か知識や技術を得る力,過去の経験や違和感を意識して次の経験に活かす,目標をきめたら頑張る,自分の好きなことに挑戦してみる
2022/11/13 23:36,1631,24022243,勉強、バイト色々なことにチャレンジする,信頼される人物になる,分からないことを積極的に取り入れる,企業の背景から学んでいく,失敗を恐れずに挑戦する
2022/11/13 23:33,1630,26022245,学生のうちに多くのアルバイトの経験を積むことで自分の仕事の適性を見つけていくことも大切であること。,仕事にやりがいを見出すためにも信頼される人間にならなければならないこと。,ブランド展開は世界や全国から多くのを集めることも大切だが地元の人を大切にすることが重要であること。,信頼されるためには仕事に誠実に取り組み、成果を出さなければならないこと。,一歩踏み出してどんどん失敗を経験し、そこから学習を深めていくことが大切であること。
2022/11/13 23:33,1629,25022562,人に必要とされる,期待に応えたい気持ち,会社がどのような気持ちで仕事しているのか,どのようなミスをしたかを改めて考える,一件の仕事の大事さ
2022/11/13 23:32,1628,25022426,様々なことにチャレンジする,やっていることに結果がでたら、皆の前で褒める,０から1にする,人から必要とされることが嬉しいので、その積み重ねがモチベーションにつながる,前に進んでいることを意識する
2022/11/13 23:31,1627,23022040,人に必要とされることは嬉しい。仕事する上で期待に応えたいという気持ちがある。それがやりがい。,代行秘書のバイトで、ミスしたことから1つの仕事の大切さや自分の仕事の責任などを気づけた。それがバイトのときに経験できたのは良かった。,キャリアをピラミッドで考えてどこまで上がったかどうかではなくて、双六みたいに休みや戻ることも含めて進んでいるかが大事。,転職は逃げでも悪いことでもない。選択した責任は自分で取ればいい。決めたらやる。やって次に行けばいい。,頭で考えすぎず、好きなことにトライしてみる。失敗は恐れない
2022/11/13 23:30,1626,26022641,コーヒーをフルーツとして扱い、鮮度を大切にしているのがブルーボトル,cbo:ブランドにおけるグローバルな広報や店舗展開、設計等広く統括する立場,経験から自分の興味を探す,褒めて伸ばす,ブームから文化に
2022/11/13 23:27,1625,23022144,考えるのが先じゃなくて、まずは始めてみる,打ち込めることを見つける,自分が決めた目標をぶれずにやり通す,人を褒める、尊敬する,チームのメンバーとの気持ち共有を大切にする
2022/11/13 23:27,1624,31021354,ブランドを守りながら育てる,マルチカルチャーが刺激的でおもしろい,チーム作りが大事,言われたら100返したい,やるって決めたらやる
2022/11/13 23:27,1623,39022168,海外旅行、留学でいろいろな事を経験する,履修した科目は後々自己形成につながっていく,アルバイトで適性を見つける,分からないことを積極的に聞いて自分なりに理解を深める,ブームから文化に変える
2022/11/13 23:24,1622,26022381,さまざまなアルバイトから自分の適性を知ること,新規事業を任され続けるのはそれまでの成果による信頼であること,自分に知識がなければいろんなところに行って現地の人から話を聞くこと,その場所のブームではなく文化にすること,今打ち込めるものを探すこと
2022/11/13 23:23,1621,23020515,どういう人と働くかが大事,アルバイトを通して自分を知る,常に目の前にあることを成し遂げていく,失敗は経験,心の声を聞く
2022/11/13 23:22,1620,29022177,やると決めたらやる,人生はすごろく,常に目の前にあることをちゃんと成し遂げる,好きだと思うことをどんどんトライしてみる,心の声をきく
2022/11/13 23:21,1619,29022029,0から1に関わってみる,やりたい事のために費やす,色んなことをやってみる,行動は早く,実績は信頼を生むそして繋がりになる
2022/11/13 23:20,1618,26022433,みんなの前で褒めてあげる,何をだいじにするかチームで共有する,国の違いを聞き入れる,失敗を恐れない,人生は双六
2022/11/13 23:18,1617,22022012,実績を出し信頼を取り仕事を任され続ける,分からないことを教えてもらう,自分なりに理解して自分の足で向かい勉強する,現地スタッフと心を通わせる,ブームから文化にして行く
2022/11/13 23:17,1616,24021202,失敗を恐れず、取り敢えず行動して色んな経験をしてみる。,議論する際は、頭ごなしに否定せず、違いを聞き入れることが大事。,知らないことや分からないことは、積極的に人に聞いて互いの感覚や考え方を共有することが大切。,人の繋がりを作ることは大事。,仕事に対するフィードバックはその人のやる気に繋がるから大切。
2022/11/13 23:17,1615,24020208,マルチカルチャーで働く中で、褒めることを心がける,国の違いを聞き入れる,好き嫌いからロジック化する,ブームから文化にする,失敗しても双六みたいに前に進めば良い
2022/11/13 23:15,1614,31020352,実績がないと継続して信頼されることはない。,自身のコンセプトと顧客のニーズの妥協点を探ることは大切。,人生はピラミッドではなく、すごろく。失敗した方が良い。,自分の覚悟があるならば、転職は逃げではない。,分からないことは一人で解決するのではなく、精通している人に自分で赴き、学ぶことが大切。
2022/11/13 23:15,1613,37021003,失敗をした方が深みや幅が出る,選択をした責任は自分がとればいい,好きだと思うことをどんどんトライしてみる,頭で考えたときの判断は鈍るので心の声を聴く,大人の失敗は傷が残る
2022/11/13 23:13,1612,29022208,任される事は信頼されている証,学生の間に色んな経験をする,一歩踏み出すことの大切さ,ブームから文化にする,様々な国の方と交流して理解し合う
2022/11/13 23:13,1611,23022587,CVO,適正,営業,他国文化へのリスペクト,挑戦
2022/11/13 23:12,1610,26022506,自分の興味を分析する,任される経験,心の声を聞く,国の違いを受け入れる,失敗は経験
2022/11/13 23:12,1609,38022012,常に目の前にあることを成していく,顧客のニーズと会社の目指す世界観を繋げる,失敗を恐れず好きなことにどんどんトライする,頭で考え過ぎず心の声をしっかり聞く,今できることに打ち込む
2022/11/13 23:12,1608,22022574,信頼されるように成果を出し続けた,やると決めたらやる,失敗することで学びを深めて豊かになる,学内の友人の深みと幅を大きくする,不確定な状況であっても前に進む
2022/11/13 23:11,1607,23022304,様々な仕事をこなしていくことで、自分の適正に気づいていったのだと感じた。,ブルーボトルコーヒーの歴史や大切にしているものを自分なりに理解し、自分の足で様々な所に出向いた。,現地のスタッフと心を通わせることを大切にしていた。,ブランドというのものは、ブームから文化へしていくことを大切にしている。,今打ち込めることを見つけることが大事である。
2022/11/13 23:06,1606,22021810,自分のことをよく知ることが大事,さまざまな経験を積むことの重要性,誠意を持つこと,失敗を恐れない,ローカルな意見を取り入れる
2022/11/13 23:06,1605,25020086,自分の適性を探す,仕事に精力をもつ,ブームから文化へ,心を会話する,打ち込めることを見つかる
2022/11/13 23:06,1604,27020305,自分の適性に気づく,0から1,信頼されないと任され続けない,ブームから文化へ,自分が打ち込めるようなものを見つける
2022/11/13 23:05,1603,26022682,バイトで適性を探す,事業を任され続けるすごさ,ゼロから一を生み出す,たくさん経験して、自分が打ち込めることを探す,大変そうなことを楽しんでやる
2022/11/13 23:04,1602,23021359,多くのアルバイトに挑戦し、自身に向いていることを見つける。,0から作り上げるような大変な仕事ことこそ楽しさを見つけ、全力で打ち込む。,実績をあげ、信頼を得て、任される仕事を増やすといったプラスの循環を目指す。,知らないことも積極的に知ろうと行動することで、自分なりの理解を深めることができる。,打ち込めることをを見つけることは重要である。
2022/11/13 23:02,1601,36021547,アメリカでは賞賛とフィードバックで人を育てる,ブームから文化へ、地元を大切に,0から1を作り上げる時のやりがい,心の声を聞く,若い時の傷は癒えるのが早いからこそたくさん失敗して学ぶ
2022/11/13 22:59,1600,23022015,言われた分100で返す事,ブームから文化へ,とにかく褒める事,任されるという事は信頼されている事,やると決めればやる
2022/11/13 22:59,1599,22022752,若い時に失敗した方がいい,モノづくりの現場に実際に行く,打ち込めることを探す,好きなことをどんどんトライする,色んな国の人と話す
2022/11/13 22:56,1598,26021107,学生時代のアルバイト経験を通じて自分の適性を見つける,1歩踏み出して、とりあえずしてみることの大切さ。,転職に関してネガティブに捉えない,頭で考えたことの判断は鈍る時があるので、心の声を聞くのも大事,感じる力や人にしか出来ない事はロジカルでないことも多いので、それらの力を付けるためにも色々な経験を積む
2022/11/13 22:56,1597,23022460,マルチカルチャーの方と働く上で、褒めることが大事,アルバイトから自分の適性を築いた,任されるのは信頼されているから,国の違いを引き受ける,失敗を恐れず前に進むことか大事
2022/11/13 22:55,1596,23021546,褒める,サポートをするのが好き,ブランドへのこだわり,ブランドとしてやるべきこととニーズ,失敗すればいいのに
2022/11/13 22:53,1595,24022078,仕事に対して誠意を見せることの大切さ,人に聞き、自分なりの理解を深めることの重要性,馴染むことの良さ,目の前のことを丁寧に行う良さ,仲間との繋がりは将来自分を助けてくれること
2022/11/13 22:53,1594,26021511,人材会社,成果,周りを頼る,心を通わせる,文化
2022/11/13 22:50,1593,34022055,ブランドの軸とローカルの需要,人気の理由を考える,ロジックで考えて感覚を言語化,わからないことを聞く,現地スタッフと交流する
2022/11/13 22:49,1592,37022014,任せられるということは頼られていて信頼されているということであり、積み重ねが大切である。,実績を出して信頼されないと任され続けることはない。,「見ているよ」というレコグニションが大切である。,失敗から学ぶことは多いので失敗することは大切である。,一緒に体感し、共有しながら新しいものを作る糧にする。
2022/11/13 22:48,1591,36022304,自分が何ができるのかわからない人は何かを体験していくうちに自分を確立させていくのが大事,何をするにしても任され続けられるようにするのが大事,たまには頭で考えるよりも直感を信じてみた方がうまくいくこともある,何か打ち込めることがあると他のものも打ち込めるようになること,何かとのつながりは後々役に立ったりするので自分から色々なものに触れに行くのは大切であること
2022/11/13 22:46,1590,26021538,創業者のジェームズフリーマンが「コーヒーってフルーツなのにフルーツとして扱われてないよね」という疑問を持っていた。コーヒーがフルーツであったことに驚いた。,CBOは、店舗をどういう風に設計していくか、どういうお店のコンセプトにしていくかの世界のものを担当する。今はオンラインで授業やコンテンツの監修などの幅広い仕事内容。本社であるアメリカ所属であるとグローバルで見ることができる。刺激的で毎日が学び。,部下を育てるには、褒めることを大事にしている。私も、アルバイトで仕事内容を褒められるとやりがいを感じるし、モチベーション向上にもつながる。,夏休みを活用して帰国子女の友達と海外によく行っていた。お互い自分の好きな国を調べてそこを案内する程だったそうだ。アルバイトで貯めたお金をそこに費やしていたそうだ。,就職活動の際、周りは明確に就職活動をしていて自分は何したらいいのか悩んだそうだ。また、有馬温泉の仲居さんとしてアルバイトの経験から、協力することの大事さを学んだそうだ。リーダーがどう指示を出すかどうかで終わりが全然変わってくる。私も、アルバイトで後輩に教えることがよくあるが、その人の性格や仕事内容を覚えるペースは人それぞれであることを念頭に置くことを大事にしている。
2022/11/13 22:44,1589,25020224,コーヒー業界に一石を投じたい,マルチカルチャーは刺激が多い,褒めることを大切に,就活の軸は縦だけでなく横にも考える,自分の役割を考える
2022/11/13 22:43,1588,26020120,ブームから文化へ,目の前にあることを成し遂げる,やりたいと思っていた世界観の実現,会社の目指す世界観とお客様のニーズをどうやって繋げるか,アップデート
2022/11/13 22:41,1587,25020544,実績や信頼が大切,積極的にたくさんの人達に話を聞き知識を手に入れる,目の前にあることをしっかり成し遂げる,好きだと思うことに挑戦する,心の声を聞く
2022/11/13 22:39,1586,26022534,アルバイトの経験,働く人の大切さ,ブームから文化に変える,目の前のことを大切にする,お客様と会社のシンクロ
2022/11/13 22:38,1585,29022450,自己分析が大事,失敗してもいい,決めたらやる,心の声を聞くことが大事,感じる力を鍛えるためにいろんなことを経験する
2022/11/13 22:31,1584,23021470,0から1を立ち上げる,詳しくないから積極的に教えてもらう,現地スタッフと心を通わせる,ブームから文化にしていく,失敗は経験
2022/11/13 22:31,1583,25020546,自分がわからない時、先自分の興味がある分野を見つける,自分がわかるために、まず様々なことを体験するのは大切である,やる勇気を持つ,社会に進入しても、先輩や友人との繋がりを忘れないようにしよう,広い視野が人生に対してとても重要である
2022/11/13 22:31,1582,31022507,人生はすごろくであるため、たくさんの失敗をすればいい,自分の心の声を聞く,選択をすれば、自分で責任を取る,失敗は経験であるため、頭でっかちにならず、好きだということにどんどんトライする,感じる力やそこから生まれる新しいことはロジカルではないため、そこの感覚を耕すためにも色々な経験をする
2022/11/13 22:31,1581,25022479,実績を出さないと任されない,現地スタッフと心を通わせる,ブームから文化にする,卒業してから関学がすきになる,好きだと思うとをトライしてみる
2022/11/13 22:28,1580,24022487,自分の適性を探ること,積極的に人にわからないことをきくこと,ブームから文化へ,様々な境遇の人との会話を大切にすること,今できること、今うちこめることを探すこと
2022/11/13 22:28,1579,24021460,様々な(アルバイトなど)様々な経験を通して、やりたいことや適性を見つけていく,自分が設定した目標(ブームを文化に)を軸に行動する,自分の目で見て、自分の耳で聞いて、自ら関係性を築いていく,目の前にあることをしっかりとやっていく,(サークルや授業を通して)人と人との繋がりを構築する
2022/11/13 22:26,1578,23021118,選択が多かった関学だからこそたくさんのことに挑戦し、蓄積できた。,知らない職場だったからこそ、自分自身で開拓していく。,マーケティングは褒めることが大事。,刺激を作り、自分を鼓舞して学ぶ姿勢を忘れない。,頭でっかちにならずに、好きだと思ったことをどんどんとトライしていく。
2022/11/13 22:25,1577,32022426,大学内でやったこと、頑張ったことを見つける,学内で深い関係性を作り、さまざまなネットワークを築くことができるので大切,仲間は将来、財産になる,ブランドをブームから文化にし、街に変わる,自分が頑張ったことを学校内でやる
2022/11/13 22:23,1576,26021351,学生時代に経験を積んで自分の価値を高めておく,人生はすごろくと同じで立ち止まっても後ろに下がってしまっても良い,失敗を恐れずに好きなことにトライしてみる、頭で考えすぎない,その場その場でがむしゃらに頑張っていたら展開型のキャリアを歩める,ブームから文化にする方法を考える
2022/11/13 22:22,1575,36022546,さまざまなアルバイトなどの経験を積むことで自分の適性に気づける,アルバイトでも強い責任感を持って仕事に取り組むことが大事,新人は出来なくても一生懸命仕事に取り組み、信頼されることが大切,人との繋がりは大切で転職するときにも役立つ,ブームが文化を作る
2022/11/13 22:22,1574,31020068,任される事は信頼されているという事,とにかく褒める,ブームから文化へ,自分達がやってきた事が自分達が信じてきた事,人生はすごろく
2022/11/13 22:21,1573,23021124,インターン,資格,経験,自主的に動く,努力
2022/11/13 22:21,1572,34022086,学生時代にさまざまな経験を重ねる,自分がなんの適性があるのか知る,自ら積極的に学ぶ姿,ブランドカ=ブームを作り、文化に変える力,今できることを一生懸命にやる
2022/11/13 22:20,1571,24022355,仏教は苦しさを解決する,自分は孤独な存在でなく、受け継がれてきたもの,理解できなくても覚えていることでいつか役に立つ,挫折は当たり前、そこからどう這い上がるのか,自分のしたいことを仕事にする
2022/11/13 22:19,1570,34022132,レコグニション,共有する,選択した責任は自分でとる,失敗は経験,心の声を聴く
2022/11/13 22:18,1569,24021402,大学生活を送る中で自分の適正について気づき始めた,新事業立ち上げを任され続けることは成果を出し続け信頼されていたから,現地スタッフと心を通わせることを大切にしていた,ブルーボトルにおいて、ブランドとはブームから文化にしていくこと,失敗は経験なのでやりたいことはどんどんやる
2022/11/13 22:17,1568,34022059,人を褒める,自分の適正に気づく,誠意を持って成果を出す,現地の人と心を通わせる,打ち込めることを見つける
2022/11/13 22:12,1567,29022373,アルバイトから自己分析をする,褒めることを大事にしている,頼られることは信頼されること,自分の足で色んなところに勉強しに行き、知識を増やす,今できること･打ち込めることを探す
2022/11/13 22:12,1566,26020335,心を通わせる,いろんなものに触れ合う,今できることに集中する,打ち込めることを見つける,予想外に備える
2022/11/13 22:11,1565,26020581,色々な経験をすることで自分を知ることができ、自分の適性に気づくことができるということ,仕事を任され続けるには、その仕事に対して誠意をもって実績を出し、信頼されないといけないということ,詳しくないことや分からないことは積極的に人に聞き、勉強するという姿勢,ブランドはブームをつくるが、ブームから文化にするという考えが大切だということ,日本は、不確定な状況に対する耐性が弱いということ
2022/11/13 22:11,1564,26020054,アルバイト等を通して自分を知るということ,仕事を任され続けるには、その仕事に対して誠意をもって成果を出し続けて信頼されないといけないということ,やるかやらないか、やると決めたらやるということ,ブームから文化へという考え方,会社の目指している世界観とお客様のニーズをどう繋げるかを考えていくことの大切さ
2022/11/13 22:10,1563,24022498,学生生活を通して、自分の適性を気づいていける,0から1という何もなかったところに何かを作り上げる,任され続けられるということは実績を出して信頼を得る,詳しくない時は周りに聞いて、自分で理解する,ブームから文化へ
2022/11/13 22:09,1562,23022032,人から任される、信頼してもらうことの繰り返しが充実感を生み出す。,何を重視するか、トレンドを大切にするかはチームマネジメントの中で大切とされる。,皆の前で褒めたり、国の文化の違いを取り入れたてニーズが満たされる議論を行ったりすることを意識する。,自分がどう感じるかを他者と共有し、次に取り組むことへの糧にする。, 作り手の信じる世界や思い描く形を表現することは良い刺激をもらうので、人と関わる時間を持つ。
2022/11/13 22:09,1561,38022523,他文化の人と仕事をする時は褒めることが大切。,色んな分野の大学の授業が将来何かの関係で重要になってくる。,人から必要とされるてると思い、言われたら100で返すことが大切。,やると決めたらやると決意して仕事をする。,実際に自分で足を運んで人と会話をして理解を深めることが大切。
2022/11/13 22:07,1560,25021568,良いことが永遠に続くわけではない,常にネタを考える,スケールメリットを活かした爆発,人材育成をしないと終わる,一つの確固たる軸を持つことが大切
2022/11/13 22:07,1559,22022838,アルバイトなど以前の経験が将来に役立つ。,やると決めたらやる。,失敗は経験であるから若いうちにたくさん失敗をする。,自分が好きだと思うことにどんどんチャレンジしていく。,心の声を聞く。
2022/11/13 22:05,1558,23022279,褒めることが大切,バイトから自分の適正に気づく,任せられることは信頼されること,ブームから文化へ,失敗は経験
2022/11/13 22:05,1557,22022366,やると決めたらやる,国の文化の違いを理解し合うことが大切,失敗から学べることも多い,周りの人の繋がりを大切にする,心の声を聞くことが大事
2022/11/13 22:04,1556,23021439,人生はすごろくだ,若い時にいっぱい失敗を経験をするべき,頭で考えずに心の声を聞くことが大事,何をしたらいいか分からない人は、アルバイトをして自分を知る,授業や経験は全部今の自分につながっている
2022/11/13 22:01,1555,22021531,やると決めたらやる,個性があっていい、間違いもない、共有することが大事,選択した責任は自分で取ればいい,目の前にあることをしっかりやり遂げていく,失敗は経験、どんどんやったほうがいい
2022/11/13 22:00,1554,26022355,任された仕事には責任感が大事。成果を出し続ける。,学生時代のうちにアルバイトやいろんなことをして社会の経験をしていくこと。,失敗を恐れないで上下ではなく前向きに考える。,一緒に体感する。共有し合って新しいものを作っていく。,失敗は経験なので、どんどんトライすること。
2022/11/13 22:00,1553,24021220,アルバイトを通して自分の適性に気づいたこと,前に進むことは大事だが、失敗しても大丈夫,選択した責任は自分で取ること,ブームから文化にすること,誰と一緒に働きたいか考えること
2022/11/13 21:59,1552,32021365,自分の適性,人から必要とされる,信頼と経験,ブームから文化へ,人生はすごろく
2022/11/13 21:58,1551,25020522,誠意に取り組む,自分の性格に合ったものを選ぶ,相手の需要を考える,チームの中での自分の役割を考える,自分の中で論理的にまとめる
2022/11/13 21:51,1550,26021046,実績を出し信頼されないと任され続けることはない,ブームから文化にしていくことを大切にしていた,その場その場で人の役に立とうとする気持ちが次のステージに繋がる,今できること今打ち込めることを見つける,大変な時でも楽しむ気持ちが大切
2022/11/13 21:50,1549,29022455,自分が置かれている環境を最大限に利用していく。,仕事に対して誠意を持ち、実績を残す。,深く考えずに、やると決めたら行動に移す。,実績を残すことで信頼を得ていく。,様々な経験を学生のうちに積んでおく。
2022/11/13 21:47,1548,22022214,外国人はまず褒めることで仲良くなる,幅広くがんばる,自分のことを理解する,バイトから学ぶ,外国人にも話をする
2022/11/13 21:45,1547,27020848,褒めることを意識することは大事である。,国による文化の違いがあり、マネジメントにおいてはレコグニションがすごく大事である。,学内の活動やサークル活動などを通じて、深い友人関係を作るべきである。,失敗は経験になるので、どんどんすべきである。好きだと思うことをどんどんトライすることが重要である。,自分の感性を信じて、転職などのいろんな経験したことを後から考えると繋がっていることがある。
2022/11/13 21:44,1546,29022125,自分の適性を見つけること。,人から任されるような人になるために信頼を得ること。,人との繋がりを大切にすること。,様々なことを体験して感性を研ぎ澄ますこと。,頭でっかちにならず、心の声に耳を傾けること。
2022/11/13 21:41,1545,24020291,人から必要とされる,自分の性に合っている,前に進んでいることが大事,自分の覚悟,一緒に体感する
2022/11/13 21:41,1544,37022457,様々なアルバイトを通して自分の適性を築いていく,大変なことを任され続けるのは信頼されているから,ブランドはブームを作り、文化にしていくものである,会社の目指す世界観と顧客のニーズの繋げ方を意識する,学内で頑張ったと言えることを作るためにサークル活動をする
2022/11/13 21:39,1543,29022258,実績を作って信頼につなげる,心を通わせる,０から１を作るのを楽しむ,ブームから文化にする,社会から興味のあるものの発端を見つける
2022/11/13 21:37,1542,26022027,自分の適性を見つける,相手を理解する,ゼロから一を生み出す,今できることを見つけそれに集中する,自分でこれなら打ち込めるって言うものを見つける
2022/11/13 21:37,1541,29022412,心の声をきく,信頼され続けること,関学の横のつながり,失敗は経験,好きなことをトライしてみる
2022/11/13 21:36,1540,37022473,さまざまなアルバイトをして適性を見つけていった,自分で出向いて回った,０から１へ,国や地域ごとにニーズ、需要を考えていった,自分の興味のあることを一回やってみる
2022/11/13 21:35,1539,23022423,任されることは頼られている、信頼されているということであるから、任され続けるというのはその仕事に誠意を持って、実績を出し続けなければ信頼されない。,自分の感性を研ぎ澄ますには、経験が大事 学生の間に沢山の経験を磨く。,休んだり戻ったりそれも含めて進むから、人生はすごろくである。ピラミッドで考えると不安になって動けなくなる。縦ではなく前で考える。,学生のうちに仲間を沢山つくることで、将来のネットワークが広がる。つながりを大切にする。,頭で考えたときの判断は鈍るから、あまり頭でっかちにならず好きだと思うことにどんどんトライしてみることが大事。頭で考えすぎるのではなくて心の声を聞く。
