"回答日時","受付番号","回答ユーザ","第2回:キーワード①","第2回:キーワード②","第2回:キーワード③","第2回:キーワード④","第2回:キーワード⑤"
"2022/10/01 16:13","1288","34022118","正しく物事を捉える","ビジネスを創り上げる","まずは自分のことを知る","気分転換も大事","前向きな塞翁が馬"
"2022/10/01 16:11","1287","22022574","大学の発信している情報を確認する","心の余裕を持つ","自分を客観的に見る","良いことも悪いことも楽しむ","失敗を悩みすぎずポジティブに考える"
"2022/10/01 16:07","1286","23022277","専門家として知識を身につける","経験を活かしてビジネスクリエイトをする","自分の変化、成長を楽しむ","心の余裕を無くさない","国際経験が強みになる"
"2022/10/01 16:05","1285","39022162","海外","ダイナミック","商売","社会学部","就職活動"
"2022/10/01 15:49","1283","24022514","忙しいことを自覚できることが大切","いかに情報をキャッチできるかが大切","失敗してもくよくよせず前を向くことが大切","自分からアクションをすることが大切","問題に向き合うことが大切"
"2022/10/01 15:49","1282","32021089","情報発信をキャッチする","毎日の変化が楽しい","心のキャパシティーが必要","関わる人の喜びがモチベーション","悩みすぎないことが大切"
"2022/10/01 15:45","1281","25020276","SDGs","資本主義の形成","毎日の成長が楽しい","お酒の文化","マネジメント能力・スキル"
"2022/10/01 15:44","1280","26022370"," 情報を自分からキャッチすると、将来や未来につながる宝（情報）が見つかるかもしれない。","どんなに忙しくても、心のキャパシティを持つと、チームのより良い連携につながる。"," 文化背景の全く違う人でも、対話をうまくする事で信頼関係が生まれ、より良いビジネスにつながる。","失敗してしまっても、あまりくよくよせず直ぐに立ち上がることが大切である。","どんなに嫌な事でも、それが自分を美味しくする材料なのだ捉える。"
"2022/10/01 15:42","1279","23021019","毎日自分が成長していることを感じることは大切","体の余裕を無くすよりも心の余裕を無くす方が仕事に影響が出る","丁寧に話すこととぶっきらぼうに話すことは時間にするとほとんど変わらないが、相手からすると大きな差がある","関わってくれる人に喜んでもらうことをモチベーションにする","人と接する際は、相手のバックグラウンドをよく知ることで良い方向へ進む"
"2022/10/01 15:37","1278","24021745","嫌なことがあっても自分の力になる","精一杯楽しむ","良いことがあれば楽しむ","商売は社会にならないと続かない","真理はなんじらに自由と得さすべし"
"2022/10/01 15:34","1277","34022109","幅広く学ぶ","情報収集を積極的に行う","自分が主体になって動く","心の余裕を持つ","自分のことを知る"
"2022/10/01 15:34","1276","22020525","情報をキャッチする力","自覚する力","忙しいという事をやめる","対話する力","前向きの塞翁が馬"
"2022/10/01 15:28","1275","23022188","宗教の違い","対話","前向き","多様さ","後悔はない"
"2022/10/01 15:26","1274","23022511","精一杯楽しむ","嫌なことがあっても自分の力になる","商売は社会にならないと続かない","良いことがあれば楽しむ","真理はなんじらに自由と得さすべし"
"2022/10/01 15:18","1273","29022366","どんなに忙しくても心にキャパを持つ","忙しいとは心をなくすこと","仕事のやりがいとは関わっている人達が喜んでくれること","会話と対話、社会で必要とされるのは対話する能力","人間万事前向きな塞翁が馬"
"2022/10/01 15:16","1272","29022446","気づく、自覚すること","好きなことを仕事に","人との関わりを大事にする","対話で信頼関係を築く","悩みすぎないこと"
"2022/10/01 15:08","1271","24020092","対話とは背景が異なる人と話すことである","嫌なことは長くは続かない","前向きな塞翁が馬","Mastery for Serviceがないと自己満足に終わる","自分を磨き、仕事を磨くとそれは社会にとって良いものになる"
"2022/10/01 15:04","1270","26022246","忙しくても心のキャパティーを持つ","忙しくなると周りが見えなくなる","関わってくれる人が喜んでくれることがモチベーションになる","まず自分のことを知ることが大事","前向きな塞翁が馬"
"2022/10/01 15:02","1269","22022707","会話より対話が大事","「忙しい」などと口に出さない","上の立場であることを自覚する","対話のスキルを磨く","忙しくなると周りが見えなくなるので気をつける"
"2022/10/01 15:02","1268","22022067","大学からの情報発信をキャッチする","自分が忙しいも周りが見えなくなることを自覚する","一瞬悩んだとしてしても悩みすぎない","嫌なことも自分のためだと思って向き合ってみる。あまりにも嫌な事だったらやめてもいい","商売は社会のためにならないと続かない"
"2022/10/01 15:01","1267","38022578","環境ビジネス","商社","商売","人との関わり","前向きな塞翁が馬"
"2022/10/01 15:00","1266","26022625","日ごろから情報収集するよう心掛ける","積極的に学ぶ姿勢","心の余裕を持つ","自分自身を客観視して見る","人間万事塞翁が馬"
"2022/10/01 14:58","1265","34022282","大学からの情報発信を積極的にキャッチする。","忙しい時も心のキャパシティー、余裕を持つ。","仕事で必要とされるのは会話よりも対話能力。","失敗で落ち込みすぎず、反省してすぐに切り替える。","商売とは社会の為にならないと利益目的だけでは続かない。"
"2022/10/01 14:54","1264","31021586","環境ビジネス","商社","英語","トレード","商売"
"2022/10/01 14:53","1263","23021444","大学からの情報を上手く手に入れ、自分に合った制度を利用することは有効。","自分が主体となって商売を作ることの面白さ","どんなに忙しくてもそれを自覚した上で心の余裕が必要である。","自分の事と相手の事を知り、お互いにとって良いものを作る","嫌なものはやめてもいい"
"2022/10/01 14:53","1262","25020335","自分のことを知る","相手のことも知る","塞翁が馬","休憩は大事","嫌なことも自分の力になる"
"2022/10/01 14:44","1261","32021046","環境ビジネス","トレード","心の余裕","三国貿易","周りの人たちとの関わり方"
"2022/10/01 14:42","1260","24021749","物事の方向性を正しく見定める ","風通しの良い会社 ","社会と人とのかかわり ","企業情報の収集","価値観のマッチ"
"2022/10/01 14:41","1259","23020653","最後まで諦めないこと","良いところを用いて悪いところを改善すること","正しい物事の捉え方をしなければ方向性が変わる","仕事で必要なのは対話能力である","違う背景を持つ人と話すことが大切である"
"2022/10/01 14:41","1258","22021066","現場の人たちとコミュニケーションをとることが重要","現場を知ることは商売のスケールを知ることにつながる","忙しいと周りが見えなくなるが、それを自覚しなければならない","商売というものは社会のためにならないと続かない","自分が面白いと思うビジネスの形態を知る"
"2022/10/01 14:36","1257","24022110","前向きな塞翁が馬","心の余裕は大事","常に成長を感じるのが楽しい","嫌なことは長くは続かない。自分の力になる。","まずいものは取り除いても良い。嫌なことはやらなくても良い。"
"2022/10/01 14:35","1256","26022080","情報は一度全てチェックする","視野をなるべく広く持つ","「忙しさ」に囚われない","自分のウィークポイントを意識する","諦めず、新しい方法を探す"
"2022/10/01 14:35","1255","24022409","情報を自分で得る","多くの情報のなかに将来の宝が埋まっている","忙しいは心を亡くす","対話が大切","昔の別れが次の出会いに繋がる"
"2022/10/01 14:34","1254","38022044","情報発信をキャッチ","自覚する","会話と対話","信頼関係","悩みすぎない"
"2022/10/01 14:30","1253","34022220","環境ビジネス","マネタイズ","貿易実務","自覚","会話と対話"
"2022/10/01 14:29","1252","25021680","心の余裕","情報をマメにチェックしておくこと","反省して、すぐに立ち上がること","商い","前向き"
"2022/10/01 14:17","1251","25020238","人を相手に仕事をする","自分が主体になって仕事をする","お客様のためが社会のため","心のキャパシティを持つ","人との関わりがやりがい"
"2022/10/01 14:04","1250","22022688","情報をこまめにチェックする","国際経験の豊かさ","心の余裕をなくさない","くよくよしすぎない","前向きにとらえる"
"2022/10/01 14:02","1249","39022045","忙しい時は人は余裕を無くすのだと自覚しておくこと","自分の将来に繋がる情報を聞き漏らさないように常に網を張っておくこと","失敗してしまったことをいつまでもクヨクヨせず前向きにポジティブシンキングをしてすぐ次のことに専念すること","ビジネスで信頼を得るために大学生の間にコミュ力を上げておくこと","自分の失敗、沼にハマった時にすぐ脱せれるような解決法を知っておくこと"
"2022/10/01 14:00","1248","24022427","見過ごしがちな情報を意識してキャッチする。","人間は忙しくなると、周りが見えなくなりがちになるということを自分の中で設定しておく。","社会に出る上で、会話と対話の違いを理解して使い分ける。","悩んで落ち込まずに、その悩みから脱却する方法を自分で考える。","物事はずっと上手くいくことはないが、ずっと向き合っていると、何かしらの発見があるので、諦めないことが大切。"
"2022/10/01 13:59","1247","22022276","多くの情報が飛び交っているが自分達は見過ごしがちなことを理解し、自分の将来につながる大事な情報を逃さない。","忙しくなると周りが見えなくなるが、自覚するかしないかが重要で、外の目をもって気づくことも大事である。","会話も大事だが社会に出て求められるのは多くの人との対話で、それがビジネスのうまく行く方法","前向きな塞翁が馬　何が良くて何が悪くなるわからないがあまり落ち込まず、たとえ落ち込んだとしてもその沼から回復する方法を探す。","真理はなんじらに自由を得さすべし　真理が私たちを自由にする"
"2022/10/01 13:56","1246","36022570","たくさんの情報の中から、取捨選択して、自分に大事な物を見つけ出すこと。","大学院は、大学より自分の研究を見つけられる","自分が忙しくて周りが見えなくなっていること自覚すること","仕事で必要とされる対話は背景が違う人と言葉を交わす行為","ボランティアは善意で一時的でしかないこと"
"2022/10/01 13:55","1245","25022645","意識","価値観","自覚","対話能力","自由"
"2022/10/01 13:55","1244","26022119","理想としていた仕事でなくても、力を付けるためにとりあえずやってみることが大事","商社の魅力はお客様の為になることが社会の為にも繋がる、それを一緒に作っていくこと","心の余裕は態度に深く関わる","気分転換が大切","- [ ] 物事の反省は大切だが、直ぐに切り替えて前を向くことも大切。"
"2022/10/01 13:53","1243","25021583","情報発信を見逃さない","心の余裕の大切さ","前向きな人間万事塞翁が馬","対話","善意は役立たない、その仕組みを考え、回っていくようにする"
"2022/10/01 13:53","1242","23022330","自分に関係のない情報にも将来役立つものがある","見過ごしがちであるということを自覚","外の目を持って気づく","対話は背景が違う人と話す行為","仕事で必要なのは対話"
"2022/10/01 13:50","1241","24021303","周りを見れるようにする","反省はしっかり、切り替えは早く","対話のスキル磨き","常に前向きに","情報を取り入れる状態をつくる"
"2022/10/01 13:41","1240","23022110","商人はどのような形でも自由","社会学は社会全体の色々なものを包括している","将来にとって宝となるような情報が埋まっているということを自覚する","あまりクヨクヨしすぎない","嫌なことも起こるがずっとは続かない"
"2022/10/01 13:36","1239","23021122","とりあえずやってみる","自覚するのか、していないのか","外の目を持って気づく","自分のことを知る","前向きな塞翁が馬"
"2022/10/01 13:30","1238","38022013","小さいところから将来的に大きいものにしていくためにどう考えていくかが大切だと思った。","基本大学は4年で卒業するが小林さんの代から飛び級制度ができて卒業したというはなしがあった。こういう情報をキャッチしたりすることは選択の幅も広がると思うので吸収していきたい。","自分が興味ないと思っている情報でも開いてみれば、将来的に役立つことであったり、ためになることが隠れているかもしれないのでそういった転がっているチャンスを掴んでいくのが大切。","ネガティブにとらえずに、ポジティブにとらえて選択していくことが大切。結果的に良い方向に進むことができていたら、あの失敗のおかげと思えるようになると思う。","現地に行ってみることで現地の人と一緒に考えたりすることでつながりが生まれたり、新しい発見が見えてくる。人とのかかわりに喜びを持つことが大事。"
"2022/10/01 13:28","1237","24022363","情報の中に自分の将来にとって宝になるものが埋もれていることを意識する","忙しくなると周りが見えなくなるということを自覚する","会話と対話の違いを認識し、たくさんの人と対話する能力を身につける","悩んだ時にそこから抜け出す気分転換の方法を見つけておく","人間万事塞翁が馬、前向きな塞翁が馬で上手くいかないことにも向き合っていって、最後まで諦めない"
"2022/10/01 13:26","1236","36021571","プラスチックは有用","インターンシップ（色んな仕事を見る）","貿易の仕事は英語が大事","商売","人との関わりは大切"
"2022/10/01 13:25","1235","38022323","四年で学部を卒業するのではなく、飛び級制度を用いて三年で卒業","学校からの情報は自分にとって宝になる情報がうもれているためよく見極めてチェックしておくこと","忙しいと自分が忙しいのに目一杯で回りに目がいかなくなるため忙しい時ほど相手の気持ちを考える","就職活動の時自分の気になる企業・業界を何百社もたくさん調べる","悩んだ時は悩みすぎず、悩んだ時にはそこから抜け出せる方法を見つける"
"2022/10/01 13:23","1234","25022483","別の問題","グローバル","発信情報","自覚","持続性"
"2022/10/01 13:22","1233","27020246","大学からの情報にしっかり目を通すこと。","忙しくなると周りが見えなくなる。なので、周りが見えなくなることを自覚することが大事である。","沢山の人と対話することが大切である。","くよくよせず、前向きに考えることが大切である。","商売は社会のためにならないと継続することはできない。"
"2022/10/01 13:20","1232","23021324","学校からの情報を有効活用","自分の好きなことを知る","前向きな塞翁が馬","まずは楽しむことが大事","嫌なことは辞めてもいい"
"2022/10/01 13:11","1231","22019746","SDGs","環境ビジネス","海洋ゴミ","三方よし","商売"
"2022/10/01 13:08","1230","24022451","大学院は自分の研究を前に進められる場所","張り紙、掲示板はマメにチェックする","心の余裕がないと、仕事は回らない","対話とは、背景の違う人と言葉を交わす行為である","自分をリセットする方法を考える"
"2022/10/01 12:56","1229","23021480","学校からの情報に何かヒントがあるかも","就活で自分に何が合うか沢山の説明会に行った","忙しくても心は失わないように","会話だけでなく対話も必要","前向きな塞翁が馬"
"2022/10/01 12:37","1228","36021510","前向きな塞翁","自分のことを知る","環境ビジネス","英語での対応","海洋ゴミ"
"2022/10/01 12:28","1227","23022182","忙しくなると周りが見えなくなる","心を失くしてはいけない","自分のことを知る相手のことを知る","仕事で必要なことは対話","クヨクヨしすぎない プラスに考える"
"2022/10/01 12:23","1226","23020596","情報の中に自分にとって宝になるような情報が埋もれてる","自覚してるかしてないかが大きな差","外の目を持って気づくことが大事","忙しいはあまり言わない方がいい。心がないと言ってるのと同じ。","向き合い続ければなにか新たな発見があるかもしれない。諦めない。"
"2022/10/01 12:19","1225","24022054","情報を見過ごさずに積極的に得る","忙しい時こそ自覚を持つ","好きなことややりたいことを選ぶ","対話によって信頼関係を築く","最後まで諦めずに変化する社会に対応する"
"2022/10/01 12:17","1224","26022464","会話より対話","前向きな塞翁が馬","世の中の変化に柔軟に対応する能力","想像以上のことがこれから先起こるから精一杯楽しむ","嫌なことは長く続かない(嫌だったらやめてしまえばいい)"
"2022/10/01 12:02","1223","24021714","どんなことも積み重ねが必要である","こまめな情報の確認は必須である","外の目をもつと気づけることがある","仕事をするには自分と相手のことを知ろうとする姿勢が大切","苦手なことも人生において自分の経験として捉える"
"2022/10/01 12:02","1222","29022466","自身の将来に繋がる情報を見逃さないのように常に目を見張っておくこと","忙しい時に人間は余裕を無くすものだと自覚しておくこと","起きてしまった事にクヨクヨせず前向きに次の事に専念すること","ビジネスで信頼関係を生み出す為に大学生の内に対話スキルを伸ばすこと","自分が沼に陥ってしまった時の解決法を知っておくこと"
"2022/10/01 11:53","1221","37022418","社会のための商売","善意は役に立たない","前向きにとらえる","自分にとってつらいことは自分に味をつける","忙しくて周りを見れてないことを自覚する"
"2022/10/01 11:47","1220","22022350","自分の将来にとっての宝になるような情報が埋まっているため探す","周りを見て、自分の態度を改め直す","たとえ忙しくても心を無くさないこと","会話と対話の考え方","どんなことがあっても前向きにとらえること"
"2022/10/01 11:35","1219","23021373","クイックなど大学が発信している情報には、将来に役立つことがたくさんあるのでに注意し、活用する。自分達は情報を見過ごしがちであることを意識する。","親しい人との会話だけではなく、背景が違う方と話をする対話もできるようにしておき、信頼される人になる。","自分を磨き、仕事を磨くことで社会にとってか良いことが生まれるため、奉仕を意識し、自分を鍛える。","忙しい時ほど相手をよく見て、心の余裕を持って行動し、また自分は忙しいと周りが見えなくなることを自覚して仕事する 。","明るい「塞翁が馬」を意識し、物事がうまくいかなかったとしても、反省して、くよくよ悩み続けないようにして、諦めない。"
"2022/10/01 11:34","1218","22021808","コンサル","心の余裕","自分の事を知る","相手の事を知る","塞翁が馬"
"2022/10/01 11:28","1217","22022851","沢山の機会に触れて(小林さんのお話では沢山の会社を調べて)自身のしたいことを見つける","どんなに忙しくても心に余裕を持ち、相手を思いやる","様々な人との関わりを大切にし、自分を知り相手を知ることでお互いの利益を作り上げる","前向きな塞翁が馬、何が良くて何が悪いかは決めつけられない","機会を逃さないためにも、大学からの情報を正確にキャッチする"
"2022/10/01 11:26","1216","36022558","心の交流は自他の心を共に知ることで生まれるということ。","自分の人生を楽しく生きること。","想定外のことが起きても、心を癒すことができる方法を見つけること。","何事に対してもいいところを残しつつ、悪いところを改善すること。","自分の過去の経験を次に活かすこと。"
"2022/10/01 11:20","1215","24022586","心の余裕","外の目","自覚","自分と相手を知る","前向きな塞翁が馬"
"2022/10/01 11:17","1214","22021654","大学からの情報を取得し、kwicを使いこなす","社会では対話する能力が求められる","留学に行くと良い","自分をリセットする方法を持つ","最後まで諦めない"
"2022/10/01 11:14","1213","27020215","今までとは違う新しいビジネスを創る","より自分の研究が前に出ていくとこが大学院","自分が主体になって商売を創っていくことが魅力","忙しくても心のキャパシティを持っていることがチームの連携に繋がる","自分と相手のことを知ることは大事な姿勢"
"2022/10/01 11:14","1212","31022035","10年間商売人として得たものをまた新しいステージに生かして挑戦していく","大学から送られてくる情報をうまくGETしていく","どんなに忙しくても心に余裕を持つ","たくさんの人と会話ではなく対話をしていく","沼から抜け出す方法を自分で見つけておく"
"2022/10/01 11:04","1211","24022439","自分が忙しいのに目いっぱいで周りに目がいかなくなる","自覚するのかしてないのかということが人間性のさとしとして出てくる","外の目を持って気づく","忙しいという漢字は心を亡くすと書く","会話と対話という考え方を日本人は中々持っていない"
"2022/10/01 10:44","1210","26021606","正しく物事を捉えなければ方向性を見誤る","経済は社会の一部","自分が主体になって商売を作っていく","自分が成長していくのが楽しい","どんなに忙しくても心のキャパシティを持っておく"
"2022/10/01 10:27","1209","22022337","商社は人を育てるということに力を入れている","商社では自分が主体になりながら商売を作っていく","忙しくなると気持ちが焦り周りが見えなくなる","失敗したら反省して直ぐに立ち直ることが大切(前向きな人間万事塞翁が馬)","精一杯楽しむことと嫌ならやめてもいい"
"2022/10/01 10:21","1208","23021560","環境ビジネス","商社","コンサル","ファイナンス","前向きな塞翁が馬"
"2022/10/01 10:21","1207","39022014","人生は自由","自分を主体になって商売をしていくことが楽しい","くよくよせず反省して立ち直って走っていく","会話と対話が大事","良いことも悪いこともあるが精一杯楽しむ"
"2022/10/01 10:13","1206","26022181","商売は社会のためにやらないと続かない。","どんなに忙しくても心に余裕を持たせることが大事。","世界を相手にする商社の仕事は自分と相手を知ることが重要。","背景が違う人との会話である対話をすることが重要。","諦めずに何かを発見することで良い方向へ行く。"
"2022/10/01 10:01","1205","24022071","新入社員として働く時には最初の数年間はなにかの専門スキルを身につけ伸ばすべき","一見興味が無いと思われる情報の中にも自分の将来に関わる宝になるような情報もあるかもしれない","忙しくなりすぎてしまうと周りが見えなくなりがちなのでそのことを自覚すべき","どんなに忙しくても心に余裕を持つことが大切","人との関わりが仕事のモチベーションに繋がる"
"2022/10/01 09:48","1204","23022491","大学からの情報を流さずに受け取る","商社は自分が主体になれる","忙しくても心に余裕をもつことが大事","商売では相手はもちろん自分のことも知ることに努める","Mastery for Serviceは一生の学びである"
"2022/10/01 09:44","1203","26022605","大学からの情報を取りこぼさないことの重要性","就活においてたくさんの会社を見比べてみることの必要性","自分の状態を自覚することの大切さ","自分と相手、両方を知ることの大切さ","社会で求められているのは「対話」であること"
"2022/10/01 09:37","1202","37021449","環境","グローバル","商売","体験","客観的"
"2022/10/01 09:32","1201","26022334","情報収集を大切にする","心の余裕を持つ","自分の好きなものを選ぶ","たくさんの人と対話する能力","一瞬悩んでも悩みすぎない"
"2022/10/01 09:30","1200","37021020","一つのものについて考えるとき、メリットや長所を残し、デメリットや短所を様々な観点から考え、環境に応じた改善を試みる。","商社で働く魅力は全体の商売を見ながら組み立てるので、全体を俯瞰しながら意見や考えを出せるところ。","仕事をする上で大切にしていることは物事一つの視点から見るのではなく、その物事が起こった意味を前向きにとらえること。","会話と対話の違いを理解し、将来必要とされる対話のスキル、信頼関係を築く能力を伸ばすという意識を学生時代から持つことが大切。","自分にとってデメリットなことが起こった時、自分を回復しコントロールする方法を身に着けておく。"
"2022/10/01 09:29","1199","26021609","切り替わりに対する対応","環境問題への関心","アイデアの組み合わせ方","情報キャッチ能力が大事","前向きな塞翁が馬"
"2022/10/01 09:25","1198","26021238","将来にとっての宝を見過ごしがち","忙しいと周りに目がいかなくなるが、それを自覚できるかが問題","仕事で必要とされるのは対話","一瞬悩んだとしても悩みすぎない","悪いことがあってもそれは自分自身を美味しくしているのだと前向きに捉える"
"2022/10/01 09:19","1197","29022022","机の上はキレイにする","情報を逃さずキャッチする","心に余裕を持たせる","全体を俯瞰して見る","常に前向きに捉える"
"2022/10/01 09:11","1196","34022309","大学から発信される情報を得る","くよくよせずに前向きに考える","仕事で大事なのは対話","どんなに忙しくても心の余裕を持つ","相手との信頼関係を築き上げる"
"2022/10/01 08:50","1195","26022425","「忙しい」は心の余裕をなくす。","自分を知り、相手を知る。","前向きな人間万事塞翁が馬","つらいことは自分をおいしくするための材料。","しんどいことは長く続かないから精一杯楽しむ。"
"2022/10/01 08:26","1194","22021043","自分が成長することを楽しむ","やりたい事をやらないと伸びない","情報をしっかり得れるように確認を怠らない","心の余裕を持つ、それによって効率的になる","目的を持った行動を行う(論文とバイトをリンクさせていた点から)"
"2022/10/01 08:23","1193","23022159","環境ビジネス","発信されている情報を見つける","国際経験","忙しいをやめる","人間万事塞翁が馬"
"2022/10/01 08:19","1192","38021544","必要ないと思うものの中でも宝物を見つけることができる。","忙しい時に周りを見ているか自覚することが大切だ。","人々と対話をすることは社会生活で非常に重要だ。","悩みをあまり深く考えて抜けずに軽く打ち明けて次に進むことが重要だ。","良いことがあっても悪いことがあっても楽しく考えた方が良い。"
"2022/10/01 08:01","1190","23020095","自分が主体になる仕事","人や社会のため","性格を把握する","反省はするがクヨクヨしない","日本は少数派"
"2022/10/01 06:13","1189","23022607","人生1度きり","心に余裕をもつ","前向きな塞翁が馬","会話と対話","真理が私たちを自由にする"
"2022/10/01 03:39","1188","24020360","商社は何でも屋のように思われるが、実際は違う","商社の教育は手厚く、研修などにお金をかけたり人を育てたりすることに力を入れている","心のキャパシティを持つことが大切","商社ではやはり英語力が必要であるため、勉強はしておくことが大事","Mastery for Serviceは一生の教えである"
"2022/10/01 02:27","1187","38022009","いい所を使いながら悪い所を改善していく","商社とは自分で商売をしていくもの","自覚するのかしていないのかは人間性の差になる","外の目を持って気づく。","前向きな塞翁が馬を大切にすること"
"2022/10/01 02:21","1186","23022301","環境ビジネス","何かの専門家としてのスキルを身につける","社会経験としてコンビニバイトが役立った","自分のことを知ることと相手のことを知ることは大切","前向きな塞翁が馬"
"2022/10/01 02:16","1185","26022021","大学の飛び級制度があるという情報をつかんだ。自分の興味のない情報かもしれないけれどその中に実は自分の将来や未来にとって宝になるような情報が埋もれているかもしれない。","人は忙しいと周りが見えなくなるということを自覚できるかどうかが大切。","自分とバックグラウンドの違う人と仕事をするには、自分のことをまず知り、そして相手のことを知る。そのうえでお互いにとって何がいいのかを一緒になって考えていく。","前向きな塞翁が馬。何がよくて何が悪くなるかわからないけれど、あまりくよくよしすぎない。","商売は社会のためにならないと続かない。"
"2022/10/01 02:14","1184","23020391","情報","インターンシップ","商社","貿易","販売"
"2022/10/01 02:13","1183","23021236","情報キャッチ","就職先を決める理由","自覚するかしないか","人との繋がり","ポジティブ"
"2022/10/01 01:59","1182","22021416","大学からの情報発信をこまめにチェックする","忙しくても周りに気を配る","気分転換の方法を持っておく","前向きに塞翁が馬","大学生活は目一杯楽しむが、嫌なことは無理しない"
"2022/10/01 01:55","1181","34020169","方向性","留学","前向き","やり取り","商売"
"2022/10/01 01:44","1180","24022521","SDGs","環境ビジネス","「忙しい」と連呼する人は「心をなくしている」と言っているのと同じ","心と心の交流","自分を知り、相手を知る"
"2022/10/01 01:36","1179","22020732","ペーパーレス化","リサイクル","環境ビジネス","マネージメント","前向きな塞翁が馬"
"2022/10/01 01:33","1178","26021146","環境ビジネス","商売を作る","心の余裕","国際経験","人との関わり"
"2022/10/01 01:31","1177","37022441","沢山の情報の中には自分の宝になるものもある。","就職をしようと思い立ってから1日6から7社ほど会社を回っていた","忙しいと言うのは心をなくしてると言ってるのと同じ。","コンビニバイトは社会経験や世の中のことを知ることができて良い経験になった。","世界を相手にする上で必要なことは自分のことを知ることと相手のことを知ること"
"2022/10/01 01:24","1176","24021146","正しく物事を捉えて方向性を見誤らないこと。","自分から積極的に情報を得ること。","心の余裕のなさは周りにも影響するということ。","くよくよしすぎず、気分転換も大事であるということ。","いろんな背景を持つ人と対話をすること。"
"2022/10/01 01:11","1175","24020397","机は綺麗な方が仕事が捗る","バイトは良い社会経験","多くの会社を見ることが大切","忙しいと周りが見えなくなる","嫌な沼から抜け出す方法を考える"
"2022/10/01 01:10","1174","26022652","大学からの情報をキャッチすること","忙しいと周りが見えなくなるということを理解する","自分を客観的に見れるようにする","自分なりのリセットの方法をみつける","悪いことがあったら自分をよくするものだと前向きに捉える"
"2022/10/01 01:06","1173","24021327","体の余裕を無くすより心の余裕を無くすほうが影響が出る","相手の人のことを見る","心のキャパシティ","外の目をもって気付く（自覚する）ことが大事","前向きな塞翁が馬"
"2022/10/01 00:53","1172","25022113","楽しく学ぶ","自分から主体的に","自分の変化を楽しむ","心に余裕を持つ","自分を知る"
"2022/10/01 00:47","1171","23021137","商社は様々なことをやっている","商社は人材育成に力を入れている","心に余裕を持つ","自分自身の傾向について知っておく","自分自身と相手について知ろうとする"
"2022/10/01 00:43","1169","22022198","SDG’s","全体を俯瞰しながらアイデアを出しながら現実にしていく","自分達は見過ごしがちである","どんなに忙しくても心のキャパシティをもっておく","自覚するのかしてないのか"
"2022/10/01 00:20","1168","26022154","やりたくないことをさせる方が業績は上がらない。","重要な情報は取りこぼさない。","身体より心の余裕が大事","関わっている人が喜んでくれることが嬉しい。","くよくよせず反省してすぐ立ち上がることが大事。"
"2022/10/01 00:15","1167","23022522","人生は自由","自分の成長を感じるのが楽しい","体よりも心の余裕がなくなるのがしんどい","心のキャパシティが大切","人として成長したい"
"2022/10/01 00:11","1166","22022398","アルバイトで積む社会経験","大学からの情報への敏感さ","自分の未熟な点を自覚する","背景が異なる人との対話","前向きな塞翁が馬"
"2022/10/01 00:11","1165","26019591","リサイクル","SDGs","大切な情報は見過ごしがち","インターンシップの経験の大事さ","忙しいということは、心をなくしていること"
"2022/10/01 00:07","1164","32022571","自分にとって重要な情報を収集する","心の余裕がないと仕事が回らなくなる","自分で外の目を持って気づくことが大切","就職活動をする際は多くの企業を調べる","気分転換の方法を知っておく"
"2022/09/30 23:57","1163","23022060","社会学は様々な切り口から学ぶことが出来る。","大学からの情報は意識してチェックすることが大切。","自分の状態を客観的にみつめ、自覚をもつことが重要である。","息抜きや気分転換をすることは自分のモチベーションをあげるのに効果的である。","嫌なことは自分を高めていくスパイスのような存在であるため、前向きに捉えるのがよい。"
"2022/09/30 23:55","1162","22021540","情報をしっかりチェックする","心の余裕を持つ","周りのことを見る","最後まで諦めない","前向きに捉える"
"2022/09/30 23:54","1161","23022500","環境ビジネスの展開","将来のための情報","社会での働き方","仕事のやりがい","海外で働く"
"2022/09/30 23:54","1160","31022373","様々なルートを広げ商売貿易を大きくする","自分のことを知る、相手のことを知る","ファイナンスの流れの理解が大切","国によって宗教に対する考えは大きな違いである","商売として成り立たないと持続性がない"
"2022/09/30 23:49","1159","23022106","情報収集","行動力","心の余裕","整頓","前向きの塞翁が馬"
"2022/09/30 23:48","1158","24022222","自分の宝になる情報があるかもしれないからkwic を見るように意識して、大学からの情報を素早くキャッチする","身の回りを整理整頓して仕事の効率を上げる","たくさんの人と対話すること","悩んでも悩みすぎないこと","悪いこともそれが結果的に良いことに繋がったりすることもあるから、何事にも前向きに取り組むこと"
"2022/09/30 23:43","1157","23022267","大学のいろいろな情報をチェックすること","相手から指摘されて自覚すること","関わる人たちが喜んでくれること","自分と相手のことを知る","前向きな塞翁が馬"
"2022/09/30 23:39","1156","25021700","プラスチックには利点もたくさんあるため、欠点をカバーして利用していく事が大切。","商社は多くのものをオーガナイズしてアイデアを出す仕事。","忙しい＝心が亡くなっている","三国貿易とは海外から海外の会社へ、直接輸出される貿易。形態","人との出会いは自分の価値観を変える。"
"2022/09/30 23:37","1155","31022328","忙しくても心の余裕を持つことがチームワークに大事","いい環境社会づくりを商売にすることで持続性が現れる","自分を知って相手を相手を知ることで商売になる","前向きな塞翁が馬～うまくいかないことを悩みすぎない、嫌な事も自分に味を加えてくれる","違う背景を持った人同士の対話力が社会で問われる"
"2022/09/30 23:33","1154","24021512","1000万トンの商売","コンサル","握手","心をなくす","心と心の交流"
