回答日時,受付番号,学籍番号,1,2,3,4,5
2023/4/30 1:34,1728388,22022471,大変なことでもやると決めたら楽しむ,前向きに捉えることは大事である,負け試合だと思ってもとんとんのところまで持っていくには熱意が必要である,大変な経験をさせてもらったからこそ成長する,自分に自信がなくても成功した経験が1度でもあれば自信につながる
2023/4/30 1:32,1728386,23022041,やると決めたら楽しむ。,他の人と能力を比べて、自分はちっぽけだと思っても、それは大人の始まり。,自分が努力しないと得られるものはない。,チャットワークなどの新しい仕組みがどんどん出てくるため、それに追いつくことは大変。,アルバイトやインターンにも価値があるため、楽しんで学生生活を送るべき。
2023/4/30 1:29,1728381,23022374,目の前の仕事を一生懸命やる,法律は勉強して無駄なことはない,初めは不安もあった,ボスのおかげで自由にやれた,法律はどんなことにも生かせてどんなこともできる
2023/4/30 1:28,1728379,25023181,専門分野とは自分が好きなものを宣言するものだ。,ある意味鈍感になって自分のペースで取り組む姿勢が諦めずに達成できる秘訣。,やると決めたら楽しむ。,底辺から上がる方法が分からなくても仲間との支えあいがカギとなる。,実績→信頼→自信のループが成功する秘訣。
2023/4/30 1:26,1728376,24023723,色々な視野から物事を見ること。何事も否定的にならず、大学に行きたくなくても一度足を運んでみるなど。,できないといった経験が、後に必要な経験になったりもする。,やると決めればとことん楽しむこと。,小林さんのように、謙虚になるということ。,在学中にはあまりMasteryforServesを実感できなくても卒業後に実感できたりする。
2023/4/30 1:21,1728371,29023417,やると決めたら楽しむ,チャンスが来たら波に乗る,全体を俯瞰的に見ることが大切,仕事は一つ一つ真剣勝負,教える際は、自分が学生時代に不満だったことは授業でしないようにする
2023/4/30 1:19,1728369,29023032,やると決めたら楽しむ,チャンスが来たら波に乗る,勉強と実務は全然違う,全体を俯瞰的にみる,一つ一つの仕事は全て真剣勝負
2023/4/30 1:16,1728368,22022485,やると決めたら集中する、楽しむ,自分で考えて自分で行動する,自分がちっぽけだと感じたらそれが大人の始まり,波が来たら乗る、実績という形で波を作った人に返す,留学できなかった無念
2023/4/30 1:14,1728364,38023514,やると決めたらやりきる,自分で考えて自分で行動する,自らの足で行動して体験する,実績と信頼と自信の正のスパイラル,新しい価値観を常にアップデートする
2023/4/30 1:12,1728361,29023243,弁護士,やると決めたら楽しむ,アルバイト,司法試験,ネットではなく実際に体験してみることが大切
2023/4/30 0:53,1728342,22023413,やると決めたら楽しむ,経験させてもらえるということはかけがえのないこと,自分には伸びしろがある,心の中では否定的だけど来た波にはのる,お金は降ってこないから一つ一つの仕事は真剣勝負として取り組む
2023/4/30 0:52,1728340,26023586,自分のやりたいことを自分のペースでやっていく中でやると決めたら楽しむということ,研修を通じ能力の高い人と出会うことで自分の存在がちっぽけであると感じるてやっと大人に近づくこと,依頼者と同じ立場ではなく第三者として全体を俯瞰しなにがよいのかを考えないと弁護士の意味がないこと,裁判ではいかに事実として正しい事実でも主張し証拠の裏付けができないと負けてしまうということ,来た波には乗り波を作ってくれる人には「実績」という形で返し信頼を得て自信につながりまた実績を得ること
2023/4/30 0:46,1728336,23022674,やると決めたら楽しむ,クライアントの依頼はできるだけ断らない。,学部を選ぶなら国際学部、学生時代したかったことは留学など英語に非常に関心があること,クライアントの判断が遅くなるのは情報が伝えきれてない証拠,自信と信頼と実績の正のループ
2023/4/30 0:46,1728335,22023047,やると決めたら楽しむ,事前に決めていたことがあっても場合によって考え直す時間を作る,人の役に立つ喜びを知る,チャンスが来たら飛び込む,関学がすべての出発点
2023/4/30 0:42,1728332,29023501,聞かれる前にすることで信頼関係を築くことができること。,新しい課題が出続ける仕事をするときは楽しまないと続けることができない。,弁護士には枠がないので何にでもなれるし法律の勉強は無駄にならない。,始めたからには楽しむことが大事。,弁護士はドラマで見る裁判所での仕事よりも文書を作る仕事のほうが多い。
2023/4/30 0:41,1728329,38023328,やると決めたら楽しむ,学費をすべて自分が払っていた,留学を経験しておきたかった,今の私は関学なしに語れない,検察官をしていると、気持ちがしんどくなる
2023/4/30 0:38,1728328,26023095,やると決めたら楽しむ。,第三者的な視点をとる。,自分自身がちっぽけに感じることが大人になるにつれある。,学費を自分で払っていたのでアルバイトを必死で頑張っていた。,どの学部にいても司法試験を受けることができる。
2023/4/30 0:37,1728327,22022844,やると決めたら楽しむ,依頼者と同じ立場で物事を見るのではなくちょっと違う面から全体を俯瞰して見る,自分が努力しない限り何か得られるものはない,お仕事は全て真剣勝負,負け試合だと思っていてもトントンに持って行こうとする気持ちが必要
2023/4/30 0:36,1728324,26023235,やると決めたら楽しむ,自分で考えて行動する,大学卒業後もチャレンジはできる,人に勧められて挑戦,司法試験に何度も挑戦
2023/4/30 0:34,1728322,25023666,やると決めたら、楽しんでやる。,来た波に乗る。,いただいた機会に対して、全力で取り組む。,辛いことでも夢中になると、その状態を忘れて、没頭する。,ポジティブシンキング。ネガティブになって、自分を追い込んだりしない姿。
2023/4/30 0:32,1728320,38022504,やると決めたら楽しむ！,自分がちっぽけだとかづけた時が大人の始まり。,実績をあげる、信頼を得る、自信につながる、そしてそれが実績につながる。,専門分野は自分の好きなことを宣言するということ。,物事を俯瞰的にみる。
2023/4/30 0:27,1728315,22023250,やると決めたら楽しむ,決断が鈍るのは情報が十分でない,関学のネットワークの一員,声をかけられたら基本断らない,自分の知識を誰のために使うのか
2023/4/30 0:24,1728313,26023541,働かずに暮らすにはどうすればいいか,法律の知識しかないところに事例が与えられるのが不安,弁護士の仕事は第三者的に全力を尽くすこと,小島に任せたいと思った人がクライアントとしてきたらいい,自分の知識を他社の利益の為に使う
2023/4/30 0:21,1728310,24023117,やると決めたら楽しむ,熱中することは大切だが俯瞰して物事を見ることも大切,来た波に乗る,人との出会いが自分を助けてくれる,好奇心を持って色んな現場に足を運んで経験することが大切
2023/4/30 0:16,1728305,25023520,やると決めたら楽しむ。,第三者的な目線で、感情が入り込むことなく客観的に考える。,新人の時に色々任されて、自分で考えて自分で行動したのが今に結びついている。,来た波にのる。,依頼者に聞かれる前に連絡することで信頼関係が生まれる。
2023/4/30 0:16,1728304,38023402,来た波には乗る,ただ人に親身になるのではなく、全体を俯瞰して違う視点から物事を考える,自分が目に見えて役に立ったと思えた瞬間が一番の成功体験,関学から社会に出てからの大事な出会い、つながりがあった。,好奇心を持って、自ら体験しに行くことによっていろいろな経験を培ってほしい
2023/4/30 0:15,1728303,38023310,やると決めたら楽しむ,消去法で選んだ,すきにやれ責任は俺が取るから,裁判官になるのは難しい,相手にちゃんと説明が伝わっていないとわかるときがある
2023/4/30 0:11,1728294,29022266,自分がやると決めたものは楽しんでやる。,仕事が自分に合ってないと感じたら辞める。,自分自身のペースを大切にする。,自分で考えて行動する。,自分の能力には、限界を決めてはいけない
2023/4/30 0:11,1728293,23023371,傾聴傾聴とは、相手の言葉を優劣や善悪等の価値観を介入させず話を聴くコミュニケーション技術の事。,仕事は真剣勝負仕事はお金の為だけでなく真剣に向き合う努力が出来て初めてお金が生まれるという考え方。,仕事は楽しむもの難しい仕事でも前向きに捉え、自分のスキルを活かし熱意を持ち行うべきという考え方。,俯瞰的自分自身を含め状況を第三者目線として冷静に見る技術の事。,証拠と事実いくら出来事が事実であると言える状況でも証拠がなければ裁判では使用する事が出来ない事。
2023/4/30 0:09,1728292,29022475,やると決めたら楽しむ,色々考えずに波にのって、結果を出す,他者のために自分の知識をどう活用するか,法律問題は決断の連続,出会いの重要性
2023/4/30 0:08,1728289,37022651,やると決めたら楽しむことが大事。将来の夢は決まってないがもし決まったら楽しむことを忘れない。,自分がおかれた環境に順応していく。初めての環境での生活は慣れないが徐々に適応することが大事。,仕事の役割を理解し、自分を俯瞰的に見る。,先がわからないことでも波が来たら乗ってみる。,学び続けることへの熱意を持ち続ける。
2023/4/30 0:07,1728287,29021328,決断,書面作り,ボス,第三者的に全力を出す,司法試験
2023/4/30 0:00,1728273,31023034,やると決めたらポジティブに楽しむ,第3者的な視点を持たないといけない,弁護士の仕事は第3者の視点で俯瞰的に全力を尽くすこと,依頼者とは違う視点から依頼者の将来も見据えてその人にとって何がいいかを考えないと弁護士の意味がない,依頼者が決断を渋っている時は自分の説明が不十分な時
2023/4/29 23:56,1728265,25023541,助け合い,自分との闘い,俯瞰的にみる,熱意,好奇心
2023/4/29 23:54,1728263,31023096,わからないところはつぶしていく,自分のやりたいことをやっていく,今までの経験がいろいろ役に立つことがけっこうでてくる,説得力とかそういうのが若いころは十分ではなかったので、不安に思われてしまうのが一番の問題,関学っていう看板があっての一つのハードルを乗り越えた状態でお付き合いが始まって、なので全ての出発点
2023/4/29 23:54,1728262,32023334,消去法自分は様々なことを慎重に決めがちだけど思い切って消去法で決めるのも時には良いことだと思った。,楽しむ大変なこともやると決めたら楽しんでやるという姿勢を自分も見習いたい。,責任若い頃から責任を持って仕事をすることで将来の自分の自信に繋がると思った。,大波に乗るここぞというところで自分のためになる決断ができるかどうかがいかに大事か分かった。,経験今はネットなどもあり多くのことができる環境を活かして興味のあることは何でも経験していきたい。
2023/4/29 23:52,1728260,24022844,やると決めたら楽しむ覚悟を決めたらもう後ろを向かずに楽しむのが良い。,自分がちっぽけに見えたら大人の第一歩目他の人との差を感じながら頑張ることが大事,知らないことは強い全てを知っているからこそ強いとは限らない,自分の足で目で確かめて欲しい調べるだけじゃなくて実際に行うことが大事,若いうちからたくさんのことを経験することは大事これからできることの幅が広がる
2023/4/29 23:50,1728257,36023339,迷ったら楽しむ事,それまで高卒を考えていたが関学のキャンパスを訪れた時にここに行こうと決めた,弁護士で法廷に上がるのは年に数回,依頼者の気持ちに同化→第三者の視点に立つことが大事、ちょっと離れた所から俯瞰して見る,大学の先生をしているが自分が学部生の時に嫌だと思った事は教える時にもしない
2023/4/29 23:49,1728255,26023182,やると決めたら楽しんでやる,若いうちに自分で決めて自分で行動する,波が来たら乗る,誠心誠意やる,実績を作って信頼を得て自信につなげる
2023/4/29 23:49,1728253,39023019,やると決めたら楽しむ。,自分のペースを大切にする。,関学生としての繋がりは大切。,流れに身を任せる。,常に第三者としての視点をもつ。
2023/4/29 23:49,1728252,24023159,やると決めたら楽しむ,嫌だからやらないという感覚はない,自分で考えて自分で行動する,自分の利益のためもあるかもしれないが他者のために知識を活用,好奇心をもって色々な現場に足を運んで自らの体験を経験にする
2023/4/29 23:48,1728251,24023375,やると決めたら楽しむ,バイトなどの多数の経験が将来生きてくる,第三者として俯瞰的に見て仕事をする,来た波に乗ってみる,いろんな現場に足を運んで体験をする
2023/4/29 23:47,1728249,23023373,何かを行っていくうえで実績をとってから信頼を得る。それらが繋がり自信となる。これらがあわさりできる。,大学での出会いは一生のものであるため人とのつながりは、大切にしていこうと感じた。,自分を探究するには、好奇心大制に物事に取り組んだり発見していくことが大切であると感じた。,来た波にはのる。おおいなチャンスが来たならそれを糧に自分に引き寄せるべきだと思う。逃さないよう考える,何をしていくにあたっても自分がやると決めたら最後までやり遂げ楽しむことが大切であると考えました。
2023/4/29 23:45,1728245,24023278,嫌だと思ったらできないから、司法試験のように大変なことでも一度やると決めたらとことん楽しむ,アルバイトなどの経験が生きてくる（就職のような）場面が出てくる,努力をしない限り手に入れられるものはない（努力は大切）,聞かれる前に行動するのは、（委任状の受け取りの場面だけでなく）信頼関係を築く上で大切なこと,弁護士に向いているのは、一例として、常に勉強し続けられる、問題に向かっていく熱意を持っている人
2023/4/29 23:44,1728243,29021458,やると決めたら楽しむ,来た波に乗る,パートナー弁護士,勤務弁護士,カセットテープ
2023/4/29 23:44,1728242,36023364,消去法で選ぶ,やり切る力をつける,関学ネットワークを頼る,やると決めたら楽しむ,来た波には乗る
2023/4/29 23:42,1728240,25023209,やると決めたら楽しむ,司法試験に合格した後は研修がある,良い上司に出会うことで良い経験が出来た,実績から信頼、信頼から自信に繋がる,やるときは一生懸命する、波にのる
2023/4/29 23:41,1728238,29022025,やると決めたら楽しむ,来た波には乗る,自分で考えて自分で行動する,全体を俯瞰し、将来を見据えて考える,好奇心を持って自らいろいろな現場を体験し、それを経験にする
2023/4/29 23:40,1728237,23022568,やると決めたら楽しむ,決断を鈍る時は情報や説明が十分でない,どんな人と出会うのかも大切なこと,言われる前に先に連絡することで信頼を築くことができる部分がある,来た波に乗って真剣に取り組む
2023/4/29 23:38,1728234,22023582,やると決めたら楽しむ,来た波には乗る,自分で考えて行動する,人の役に立つ,人との繋がり
2023/4/29 23:37,1728231,26023116,自分のペースでやっていく,やると決めたら楽しむ,第三者的な視点を持ち俯瞰的に物事を見る,自分の現状に満足しない,きた波には乗る
2023/4/29 23:36,1728227,25023696,やると決めたら楽しむ,実績を上げると信頼を得る,信頼を得ると自信につながる,自信につながると実績,自分の意志で決める
2023/4/29 23:34,1728225,31023366,やると決めたら楽しむ,自分で考えて仕事をする,タイミングと考え、その勢いに乗る,プライドを持って仕事をする,自分の存在がちっぽけだと思った時から大人の始まり
2023/4/29 23:29,1728210,31023523,自分がやると決めたら楽しむそしてそれに集中するという事,自分に伸びしろがあると満足しない,新しいことにチャレンジして知らないことに興味を持つ,自分で努力しつかみ取らないと何も得られない,自分の培ってきた知識を誰のために使うのか
2023/4/29 23:28,1728206,22023656,しんどいこともやると決めたら楽しむ。,弁護士は第三者として全力を尽くす。,来た波に乗る。,好奇心を持って自ら足を運んでほしい。,いろんなことに興味を持ってほしい。
2023/4/29 23:27,1728205,22023659,やると決めたら楽しいことを,新しいことにチャレンジしたい。知らないことの方が興味深い。,一つ一つのお仕事が真剣勝負。,弁護士のお仕事は第三者的に全力を尽くすこと。ちょっと違う面から全体を俯瞰して何がいいのかを考える。,弁護士はMasteryforServiceを体現できる。
2023/4/29 23:24,1728198,23022523,やると決めたら楽しむ,第三者的視点からの支え,自分に来た話は引き受けて見る,若手の頃から実践を重ねる,人との出会いが自分を助ける
2023/4/29 23:23,1728194,31023338,やると決めたことは楽しむ。,大学の学部を決めるときに小島さんはやったことのないことに挑戦したいという気持ちで法学部に進んだ。,関学を通してたくさんの出会いがあった。出会いはとても大切。,裁判官の仕事は魅力的。,仕事をするうえで小島さんでさえ今でも不安なことがたくさんある。
2023/4/29 23:20,1728191,25023699,みんなで支えあう,今までの経験が役に立つ,一度やると決めたら全力でやる,経験が浅いと説得力がない,嫌だからやりませんという感覚が一つもなかった
2023/4/29 23:19,1728190,22023115,やると決めたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,法律問題は決断の連続,来た波には乗る,コミュニケーション能力や新しい法律も楽しんで勉強できる継続力や熱意がある人が弁護士に向いてる
2023/4/29 23:19,1728189,29021058,大変だと思うことでも、自分はやると決め切って、それを楽しむ。楽しむと決めることが重要,自分がちっぽけだと思う時が、大人の始まり。,自分で考えて、自分で行動することが将来の活躍につながること。,波が来たら、乗ること。,実績、信頼、自信のサイクルを繰り返すこと。それをやり切ることが大事
2023/4/29 23:17,1728184,26023374,アルバイトに人生をかけてた（学費をすべて自分で払っていた）,やると決めたら楽しむ,第三者的な視点を取る,自分の存在がちっぽけに感じることが大人になるにつれある,司法試験はどの学部にいてもとれる
2023/4/29 23:16,1728181,34022231,自分から選んだ道をやると思ったら楽しむこと,世の中では色々な能力高い人を見ながら自分が小さい存在だと気付いてからこそ大人になる,自分で考えて自分で行動してから、大人として成長していく,きた波に対して乗るということは、仕事をオファーしている人に対して実績という形で返すこと,実績と信頼と自信が回るキャリアのスパイラルがある
2023/4/29 23:16,1728179,24023110,克己心,やると決めたら楽しむ,ボス,努力しない限り得られるものはない,弁護士は常に勉強
2023/4/29 23:16,1728178,31023522,やると決めたら楽しむ,自分の存在がちっぽけだと思うことが大人の始まり,自分で考えて行動することが未来につながる。,何か実績を残して周囲から信頼されることで自信を得る,自分の利益だけでなく他者のために行動することでMasteryforServiceを実践している。
2023/4/29 23:14,1728173,29023042,司法試験,決断の連続,伸びしろがあると自分に満足しない,一つ一つの仕事は真剣勝負,波が来たら乗る
2023/4/29 23:14,1728171,25023429,やると決めたら楽しむということ。,自分は社会に出るとちっぽけな存在だということに気付くということ。,新人のうちにたくさんのことを経験すると将来に役立つということ。,はじめはできないと思うことでも波が来たら誠心誠意返すということ。,実績を上げて周りの信頼を得て、またそこから実績につなげるということ。
2023/4/29 23:14,1728168,24020335,やると決めたら楽しむ,1つの成功体験が自信となり今に繋がっている,来た波に乗る,自分が努力しない限り得られるものはない,好奇心を持っていろいろな現場に足を運び、自ら体験しそれを経験にする
2023/4/29 23:14,1728167,25023395,カセットテープの録音で勉強していた,司法愛犬は合格したが、入った後、底辺からでとてもつらかった。,クライアントからのクレームの対応などがあり、そのときはたいへんだった。,依頼者側殻ではなく、第三者の目線で仕事をすることが大事。,来た波には乗る。そしてその仕事に全力で取り組む。
2023/4/29 23:09,1728158,29022540,やると決めたら楽しむ。嫌と思ったらできない。,俯瞰するような第三者的な視点を持つことが大切。,来た波には乗るという心がけ。,自分が努力しないと始まらない。,全てのことに対して真剣勝負で臨む姿勢。
2023/4/29 23:07,1728156,26023353,やると決めたら楽しむ,自分のことをちっぽけに感じるのは大人の始まり,若い時から自分で考えて自分で行動する,人との出会いは自分を助けてくれる,専門分野は自分の好きなことを表現すること
2023/4/29 23:04,1728149,25023295,いやだと思ったらできない。やるかやめるかはっきりする。,やると決めたら楽しむ,伸びしろがあると自分に満足しない,努力をしない限り得られるものはない,知らないことに興味を持つことが大切
2023/4/29 23:03,1728146,34023177,信頼関係を保つために、聞かれる前に自分から物事を報告する。,弁護士の魅力は、人の役に立てるのが実感できる仕事であるということ。,波やチャンスが来たらとりあえず乗ること。,やると決めたら楽しむこと。,ホームページを作り、事前に自分について知ってもらうと、その後のトラブルが減少すること。
2023/4/29 23:02,1728143,24021269,勉強で学ぶ知識と実務使う知識は異なる,やると決めたら楽しむ,法律問題は決断の連続,自分の小ささに気づくことが大人の始まり,波に乗ってみる
2023/4/29 23:02,1728142,34023277,やると決めたら楽しむ。,世の中は法律を中心に回っている。,伸び代があると自分に満足しない。,弁護士の仕事は第三者的に全力を尽くすこと。,現状に満足しない。
2023/4/29 23:00,1728138,36023313,やると決めたら楽しむ,来た波には乗る、その波に全力で向き合う,実績が信頼を呼び、信頼が自信に繋がる、そして自信が実績に結び付く,専門分野は自分の好きなことを宣言するということ,どんなことでも、嫌だと思いながらやるとできなくなる
2023/4/29 22:58,1728135,23023461,やると決めたら楽しむ,熱中するのはいい事だが俯瞰してものを見ることも大事,大人になると自分の存在がちっぽけだなと思う時があるこれが大人の始まり,来た波に乗る,弁護士の魅力は人の役に立っていると実感できるところ
2023/4/29 22:54,1728120,38023213,やると決めたら楽しむという言葉,1つ1つの仕事には真剣勝負。,来た波には乗る。,専門分野というのは、自分の好きなことを宣言すること,弁護士に向いている人は、コミュニケーション能力や勉強室ずけれる人、熱意がある人が向いている。
2023/4/29 22:53,1728116,25023616,やると決めたら楽しむことが大切で嫌だと思ったらできない逃げずにやらなくてはいけないことはやる,自分の役割を第三者的にみて正しい判断を見つける俯瞰的にみることが大切,今の実力にまだまだ満足していないし伸びしろがある勉強をし続ける,自分の中では否定的だが乗ってみるかという気持ちで新しいことにチャレンジする,実績を上げて信頼を得て自信がつくの繰り返しでどんどん自信をつけていった
2023/4/29 22:51,1728112,31023336,やるときめたらたのしむ,自分のちっぽけさを感じることが大人の始まり,キャリアの波がきたら波を作ってくれたひとに誠心誠意をもって実績で返す,経験をして周囲の信頼を得て自分自身に自信をつける,ひとつのことを最後までやりきる
2023/4/29 22:50,1728110,31023379,来た波に乗る,「もしかしたら」「かもしれない」を考える,伸びしろの可能性を信じる,やると決めたら楽しむ,自分が努力をしないかぎりは何も得られない
2023/4/29 22:49,1728104,25023386,やると決めたら楽しむ,いやだと思ってらできない,自分との戦いではなくほかの人との戦い,弁護士は書類作りがほとんど,知識に事例が与えられる
2023/4/29 22:48,1728103,37023445,やると決めたら楽しむ,波の流れに乗ってみる,聞かれる前に連絡する,負け試合でもとんとんには持って行ってやるぐらいの熱量がいる,努力しない限り結果は得られない
2023/4/29 22:48,1728102,39023113,専門分野は自分が好きなものを宣言することだ,やるときめたら楽しむ,弁護士の仕事は第三者的に全力を尽くすこと,役に立った時の嬉しさ,わかってもらって依頼を受けたいから
2023/4/29 22:47,1728098,31023033,やると決めたら楽しむ,当時はそれほど主流でなかったホームページを作成したように、新しいことに挑戦すること,今の自分に満足せず、上を目指し続けていること,目の前にきた物事に一生懸命真剣に取り組む,好奇心をもって、現場に行き、経験すること
2023/4/29 22:46,1728096,22023615,やると決めたことは楽しんで取り組むことが大切。,自分が努力しないと得られるものはない。,現状に満足しないことが大切。,来た波に乗りそれに誠心誠意取り組むことが大事。,自分の知識を他者のために活用することでMasteryforserviceを体現している。
2023/4/29 22:45,1728093,24023075,小島さんがおっしゃる通りやると決めたら楽しむということは自分もそう思うところがありました。,小島さんのように資格に挑戦することは大事だと思いました。自分もなにか資格を取ろうと思いました。,世の中は法律で回っているということを学びました。世の中は法律があるから成り立っていると思います。,自分で考えて自分で行動することは大事だと思いました。自分で考える力を身に着けたいと思いました。,弁護士は法律が変わってしまう場合があるので常に勉強しなければならないところが大変だと思いました。
2023/4/29 22:43,1728090,22023542,「やると決めたら楽しむ」という小島さんの言葉。すごく前向きで良い言葉だと思った。,「弁護士の仕事は第三者的に全力を尽くすこと」客観的視点で見ることの大切さを学んだ。,弁護士の仕事の魅力として「人のお役に立てる実感ができる」こと,「来た波に乗る」考えすぎずに行動するチャレンジ精神が大事であることを学んだ。,自分の知識を他者の利益のために活用できる方法をさがすこと。
2023/4/29 22:39,1728083,24023290,弁護士の専門分野は自分の好きな仕事を宣言すると、その仕事も増えてくる。,嫌だと思ったらできないので、やると決めたら楽しむ。,自分が学生時代に嫌だと思ったことは自分の授業ではやらないようにしている。,新たな何かが始まるように来た波に乗り、新しいことにチャレンジするようにしている。,信頼関係を築いていくために相手から聞かれる前に自分から伝えるようにしている。
2023/4/29 22:38,1728082,29023061,この世は全て法律で成り立っているという言葉に気づかされることがありました。,やると決めたらとことん楽しむ。,決められないことは消去法で決めてもいいんだとわかりました。,人との出会いを大切にしたいと思いました。,一つの目標に向かって頑張る仲間を私も大学で作れたらいいなと思いました。
2023/4/29 22:36,1728076,34023044,知らないと怖いものはない,支え合う仲間は大切,お金は降ってこないから一つ一つの仕事を全力にする,波が来たら乗る,やると決めたら楽しむ
2023/4/29 22:32,1728068,25023272,アルバイトの経験は何らかの形で将来ためになる,やると決めたらとことん楽しむ,今のことだけでなく将来起こるかもしれないことを考える,周りをみて自分がちっぽけに思う時が大人の始まり,実績を上げることで周りからの信頼を得る
2023/4/29 22:32,1728067,25023037,楽しむやると決めたら楽しむことが大切。,自立学費を自分で払っていたというお話から自分のやりたいことは自分で叶えることが大切。,行動自分の頭で考え、行動することが大切。,実際に見る大学決めの際のことから、実際に見ることで見方が変わることがある。,上司自分で考え行動することを教えてくれた上司の方のように、上司からの学びは大切。
2023/4/29 22:31,1728066,24023459,司法試験が難しいものだと知らなくて、知らないからこそ怖いものなしで取り組めた。,司法試験の勉強をすることが楽しくて苦でなかった。やると決めたら楽しむ。,弁護士として大切なことは第三者的な目線を持つこと。,心の中では否定的なことでもせっかくならのってみよう。きた波には乗る。,まだ自分は未熟者で、伸びしろがある。今の自分にまったく満足していない。
2023/4/29 22:31,1728065,24019287,やると決めたら楽しむ,第三者的な視点を持たないとダメ,きた波に載る,努力しないと得られるものはない,何事も楽しむ
2023/4/29 22:29,1728060,24021387,やるときめたら楽しむ,来た波には乗る,自分の存在がちっぽけだと分かった時が大人の始まり,人との出会いを大切に,好奇心を持ち、色んな現場に足を運び、自ら体験したことを経験にする
2023/4/29 22:29,1728058,23022486,専門分野とは自分の好きなことを宣言すること。,やると決めたら楽しむ,仕事に熱中するのはいいことだけど俯瞰的に物事を見ることも大事。,若いうちからたくさんのことを経験させてもらい、今につながる。,好奇心をもって様々な場所に足を運び、たくさんのことを経験する。
2023/4/29 22:27,1728056,26023213,やると決めたら楽しむ,波が来たら乗る,物事を前向きにとらえる,人との出会いが大切,目の前のことに集中
2023/4/29 22:27,1728051,24023829,やると決めたら楽しむ,聞かれる前に自分から行動する,物事を俯瞰的に見ること,好奇心を持ち、自ら現場に足を運び、自ら経験してそれを経験にする,最終的な結果まで想像しすぎないレベルで波に乗ってみること
2023/4/29 22:21,1728035,24023880,若いころから経験を積むことが大事,自分で考えて自分で行動することが大事,聞かれる前に先に連絡することが重要,弁護士は第三者的に全力を尽くす,大変なこともやると決めたら楽しむと決める
2023/4/29 22:20,1728032,23022271,やると決めたら楽しむ,第三者的に見る力が大切,自分で考えて実施する,現状に満足せず、伸びしろを模索する,最終的な予測ができなくても来た波には乗る
2023/4/29 22:16,1728027,29020129,来た波には乗ることを徹底しつつやると決めたら楽しむことの重要性,司法試験が難しいものだと知らないと気軽に受けられるように知らないことは怖いものがないということ,まわりのペースに巻き込まれずに常に自身の軸とペースを持つ姿勢の重要性,自身が情報不足で分からないことであっても任された仕事をできないと言わない挑戦心,相談における第三者的な視点を持ち俯瞰的に物事を見ることの重要性
2023/4/29 22:16,1728026,25023454,やると決めた事は楽しむ。,物事を俯瞰的に見る。,自分で考えて自分で行動する。,来た波には乗る。そしてその波には誠心誠意熱意を持って取り組む。,何事にも好奇心を持ち、色んな現場に自ら体験して、それを経験にする。
2023/4/29 22:15,1728022,24023232,やるからには楽しむ,企業で人を育てる,第三者的に俯瞰する,役に立った実感が自信に繋がる,来た波には乗る
2023/4/29 22:14,1728020,31021376,人の役に立てる仕事,コミュニケーション力,やると決めたら楽しむ,波が来たらの乗る,実績・信頼・自信のサークル
2023/4/29 22:14,1728019,31023006,やると決めたら楽しむ,来た波には乗る,好奇心を持って自ら経験,この世の中は法律でまわっている,弁護士の仕事は第三者的に全力を尽くす
2023/4/29 22:13,1728018,26023250,弁護士の仕事は裁判所に出す書類づくりが多い,世の中は法律でできている,やると決めたら楽しむ,独立して困ったことはより一層責任が重くなるということ,弁護士の魅力は人の役に立てるというのを実感できること
2023/4/29 22:12,1728016,26023373,専門分野は自分が好きなものを宣言することだ,やると決めたらやる,第三者的な視点で考える俯瞰的に見る,自分はちっぽけな存在だと思う日が来るそれは大人の始まり,来た波には乗る
2023/4/29 22:11,1728012,31023378,裁判より書面の仕事,やると決めたら楽しむ,人の役に立てるのが実感できる,関学との出会い,新しいことへのチャレンジ
2023/4/29 22:10,1728011,25023568,実際に見たり行ったりすると考え方が変わったりするかもしれないので行動をすることが大切,しようと決めたら楽しむという考え方が大切,自分に来た流れに乗るといい,小島さんの苦しんでいる話から時代の流れがはやくそれに対応するのが難しいこと,資格の試験やアルバイトなど様々な経験をしておくのも大切
2023/4/29 22:09,1728008,34023169,司法試験,第三者的な意見を持つこと,新しいことにチャレンジ,人の役に立てる,Masteryforservice
2023/4/29 22:05,1727996,31023351,やると決めたら楽しむ,できると思わなかったから白紙で提出した,責任が重くなる,記憶がなくなるくらい毎日必死,教員になると知らなかったことがいっぱい出てくる
2023/4/29 22:04,1727995,23022009,やると決めたら楽しんでする。,来た流れには一生懸命乗る。,インターネットで調べられる時代ではあるが好奇心を持って自分で実際に経験すること。,どんなボスに出会えるかは分からないが、自分で考えて行動できるようになる。,クライアントにとっての自分の仕事の重みを考える。
2023/4/29 22:04,1727994,24021812,やると決めたら楽しむ,来た波に乗ること,前向きに捉えないとしんどいと感じるところが出てくる,好奇心を持っていろんな現場に足を運び、自ら経験することが大切,アルバイト、インターン、授業など全てに価値がある
2023/4/29 21:58,1727980,38023545,目の前に来たお仕事を全うする,やると決めたら楽しむ,俯瞰的に物事を見ると、気持ちもかわる,来た波には乗る、新たな何かが始まるかもしれない,自分で努力をしない限り得られるものは少ない。すべてが真剣勝負。
2023/4/29 21:56,1727977,24023281,やると決めたら楽しむ。,来た波に乗る。,自分が努力しないと得られるものはない。,専門分野は自分の好きなものを宣言するもの。,第３者的な視点を持つ。
